수송일자,호선명,역번호,역명,승하차구분,승객유형,06시간대이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시간대이후,월,년
2022-06-01,2.0,230,신림,승차,일반,801,1198,1493,2434,2721,2484,2470,2717,2485,2307,2344,2364,2215,1845,1463,1432,1429,1191,512,2.0,6,2022
2022-06-01,2.0,230,신림,승차,어린이,0,0,0,10,9,25,38,26,52,39,54,44,39,38,14,10,4,1,1,0.0,6,2022
2022-06-01,2.0,230,신림,승차,중고생,0,1,0,0,1,0,0,2,1,3,0,2,1,0,1,0,1,1,0,0.0,6,2022
2022-06-01,2.0,230,신림,승차,청소년,9,7,17,26,31,54,69,83,107,139,127,147,139,108,63,76,80,73,27,0.0,6,2022
2022-06-01,2.0,230,신림,승차,우대권,246,251,256,282,458,484,492,497,466,431,420,422,338,260,213,181,125,63,26,1.0,6,2022
2022-06-01,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,6,2022
2022-06-01,2.0,230,신림,하차,일반,182,605,580,716,919,1040,1256,1461,1603,1860,2068,2435,2901,2947,2701,2811,3471,2814,1946,230.0,6,2022
2022-06-01,2.0,230,신림,하차,어린이,0,0,1,9,11,20,51,35,41,36,34,27,36,29,15,11,10,4,0,1.0,6,2022
2022-06-01,2.0,230,신림,하차,중고생,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,1,0.0,6,2022
2022-06-01,2.0,230,신림,하차,청소년,1,2,7,18,49,46,86,92,106,137,114,108,112,108,106,105,100,88,47,3.0,6,2022
2022-06-01,2.0,230,신림,하차,우대권,50,181,172,158,266,379,495,445,391,443,468,500,513,412,277,209,208,107,48,7.0,6,2022
2022-06-01,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-02,2.0,230,신림,승차,일반,1155,2596,7949,12165,6097,2439,1808,1851,1779,1509,1504,1927,2263,2634,1571,1285,1226,1145,472,0.0,6,2022
2022-06-02,2.0,230,신림,승차,어린이,0,0,3,4,6,6,2,0,9,2,13,3,8,6,3,7,0,1,0,0.0,6,2022
2022-06-02,2.0,230,신림,승차,중고생,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0.0,6,2022
2022-06-02,2.0,230,신림,승차,청소년,12,26,125,97,43,38,22,38,27,39,41,128,133,73,58,35,54,42,16,0.0,6,2022
2022-06-02,2.0,230,신림,승차,우대권,457,443,456,533,615,545,549,488,533,541,568,444,438,423,232,184,102,65,23,0.0,6,2022
2022-06-02,2.0,230,신림,승차,중국어 일반,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-02,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-02,2.0,230,신림,하차,일반,92,514,954,1798,1315,956,969,993,1276,1391,1868,2569,3809,8650,7762,4301,4076,4065,2863,0.0,6,2022
2022-06-02,2.0,230,신림,하차,어린이,0,0,2,1,0,0,1,0,4,6,5,10,15,7,6,3,3,6,6,0.0,6,2022
2022-06-02,2.0,230,신림,하차,중고생,0,0,0,0,1,1,0,0,0,2,0,2,3,0,0,0,1,0,0,0.0,6,2022
2022-06-02,2.0,230,신림,하차,청소년,0,8,135,52,5,15,14,20,47,36,51,99,130,66,67,60,58,72,60,0.0,6,2022
2022-06-02,2.0,230,신림,하차,우대권,59,202,223,280,351,518,599,580,492,591,722,737,660,517,403,257,200,142,65,0.0,6,2022
2022-06-02,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-02,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-03,2.0,230,신림,승차,일반,1054,2423,7758,11428,5867,2652,2020,2031,1810,1667,1627,1994,2493,2949,1997,1517,1448,1491,765,0.0,6,2022
2022-06-03,2.0,230,신림,승차,어린이,1,1,2,7,6,0,1,1,3,6,13,11,6,8,8,4,1,2,0,0.0,6,2022
2022-06-03,2.0,230,신림,승차,중고생,0,0,1,1,1,0,0,1,0,0,1,2,3,0,1,0,0,0,0,0.0,6,2022
2022-06-03,2.0,230,신림,승차,청소년,8,22,109,105,64,33,33,27,34,36,139,123,117,80,66,44,50,51,29,0.0,6,2022
2022-06-03,2.0,230,신림,승차,우대권,447,441,516,535,579,594,537,477,509,496,529,486,399,339,234,160,120,108,42,0.0,6,2022
2022-06-03,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6,2022
2022-06-03,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-03,2.0,230,신림,하차,일반,77,519,920,1694,1354,1002,974,1103,1397,1595,2017,2773,4163,8365,7693,4313,4090,3916,3103,1.0,6,2022
2022-06-03,2.0,230,신림,하차,어린이,0,0,1,0,0,3,0,2,8,4,6,10,18,8,5,11,4,7,3,0.0,6,2022
2022-06-03,2.0,230,신림,하차,중고생,0,0,0,0,0,0,0,0,0,2,1,3,2,1,1,0,2,0,1,0.0,6,2022
2022-06-03,2.0,230,신림,하차,청소년,1,11,130,51,10,11,22,16,35,50,106,110,98,112,85,66,52,90,64,0.0,6,2022
2022-06-03,2.0,230,신림,하차,우대권,55,223,188,253,354,473,582,480,533,566,710,726,660,580,454,318,231,150,107,0.0,6,2022
2022-06-03,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.0,6,2022
2022-06-03,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-04,2.0,230,신림,승차,일반,945,1379,1852,3349,3500,2985,2819,3055,2817,2588,2620,2740,2550,2058,1622,1479,1372,1418,724,1.0,6,2022
2022-06-04,2.0,230,신림,승차,어린이,0,1,0,10,12,22,37,27,30,31,38,34,33,32,15,18,6,2,1,0.0,6,2022
2022-06-04,2.0,230,신림,승차,중고생,1,1,0,0,0,0,1,1,2,0,1,0,0,2,0,1,0,1,0,0.0,6,2022
2022-06-04,2.0,230,신림,승차,청소년,13,9,27,57,60,60,72,66,71,77,107,85,105,67,74,66,78,63,27,0.0,6,2022
2022-06-04,2.0,230,신림,승차,우대권,342,317,289,376,511,557,510,462,452,427,408,385,372,256,253,188,106,92,23,0.0,6,2022
2022-06-04,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-04,2.0,230,신림,하차,일반,104,512,546,835,1052,1225,1381,1734,1983,2241,2297,2904,3455,3361,3009,2990,3448,3043,2586,25.0,6,2022
2022-06-04,2.0,230,신림,하차,어린이,0,0,0,4,2,11,29,54,34,40,36,36,23,25,26,15,10,5,2,0.0,6,2022
2022-06-04,2.0,230,신림,하차,중고생,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-04,2.0,230,신림,하차,청소년,0,8,2,10,20,45,55,85,94,89,74,79,93,127,90,99,97,75,56,2.0,6,2022
2022-06-04,2.0,230,신림,하차,우대권,51,188,146,191,278,366,511,487,423,440,531,551,514,446,306,272,214,133,84,1.0,6,2022
2022-06-04,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,승차,일반,442,922,1063,1964,2615,2228,2258,2337,2363,2102,2062,2190,1953,1662,1403,1247,1250,1125,622,0.0,6,2022
2022-06-05,2.0,230,신림,승차,어린이,0,1,2,10,12,16,22,42,29,30,24,22,22,19,14,12,7,5,3,0.0,6,2022
2022-06-05,2.0,230,신림,승차,중고생,0,1,0,0,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,승차,청소년,6,9,26,48,39,49,61,63,60,69,68,91,98,71,65,50,47,44,24,0.0,6,2022
2022-06-05,2.0,230,신림,승차,우대권,182,193,196,294,447,475,317,414,415,408,344,304,238,321,212,141,105,57,21,0.0,6,2022
2022-06-05,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,승차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,하차,일반,107,438,329,544,724,921,1060,1320,1492,1663,1887,2265,2655,2945,2865,2530,2958,2340,2150,5.0,6,2022
2022-06-05,2.0,230,신림,하차,어린이,1,0,0,1,6,21,9,25,28,28,27,39,38,15,17,17,11,5,1,0.0,6,2022
2022-06-05,2.0,230,신림,하차,중고생,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1.0,6,2022
2022-06-05,2.0,230,신림,하차,청소년,1,4,6,16,24,21,30,56,70,74,94,80,87,90,91,76,68,77,43,1.0,6,2022
2022-06-05,2.0,230,신림,하차,우대권,35,150,134,154,309,393,380,388,342,387,410,396,414,362,285,201,151,103,69,0.0,6,2022
2022-06-05,2.0,230,신림,하차,영어 일반,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,6,2022
2022-06-05,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,일반,724,999,1146,1855,2075,1825,1747,2027,1887,1869,1801,2096,1840,1698,1306,1260,1195,1026,456,0.0,6,2022
2022-06-06,2.0,230,신림,승차,어린이,2,0,2,0,7,5,18,15,25,26,33,35,33,21,19,12,4,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,중고생,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,1,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,청소년,6,12,16,22,57,48,56,66,85,116,93,92,97,76,76,79,57,37,14,0.0,6,2022
2022-06-06,2.0,230,신림,승차,우대권,230,192,191,233,315,353,341,342,392,372,363,354,267,253,182,152,126,58,19,0.0,6,2022
2022-06-06,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,중국어 일반,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,승차,중국어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,하차,일반,123,474,403,488,710,771,910,1197,1308,1566,1726,2212,2546,2510,2512,2520,2871,2404,1694,35.0,6,2022
2022-06-06,2.0,230,신림,하차,어린이,0,0,0,2,6,9,26,29,38,41,28,26,27,16,16,16,10,0,1,0.0,6,2022
2022-06-06,2.0,230,신림,하차,중고생,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0.0,6,2022
2022-06-06,2.0,230,신림,하차,청소년,3,6,3,5,30,25,46,95,95,86,80,90,122,80,108,63,88,48,46,0.0,6,2022
2022-06-06,2.0,230,신림,하차,우대권,35,180,143,133,143,211,329,336,383,383,385,463,425,322,267,235,198,102,44,1.0,6,2022
2022-06-06,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-06,2.0,230,신림,하차,중국어 어린이,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,승차,일반,1101,2684,8378,12023,6090,2424,1794,1798,1588,1480,1542,1703,1914,2348,1505,1260,1176,1026,487,83.0,6,2022
2022-06-07,2.0,230,신림,승차,어린이,0,0,1,10,2,3,1,0,9,4,6,18,5,5,3,2,2,1,0,0.0,6,2022
2022-06-07,2.0,230,신림,승차,중고생,0,0,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,2,0,0.0,6,2022
2022-06-07,2.0,230,신림,승차,청소년,7,40,158,75,48,35,17,32,33,24,33,116,116,81,66,73,47,48,9,3.0,6,2022
2022-06-07,2.0,230,신림,승차,우대권,434,459,515,541,640,627,517,589,563,544,576,465,403,290,192,172,110,81,19,4.0,6,2022
2022-06-07,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,하차,일반,98,492,950,1895,1349,881,923,1054,1202,1188,1940,2562,3867,9390,7666,4407,3973,3804,2136,592.0,6,2022
2022-06-07,2.0,230,신림,하차,어린이,0,0,1,0,0,0,0,5,0,3,5,10,13,10,5,5,2,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,하차,중고생,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,2,0,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,하차,청소년,2,13,157,51,12,5,21,35,27,19,36,139,114,87,78,55,61,69,32,8.0,6,2022
2022-06-07,2.0,230,신림,하차,우대권,53,214,182,287,368,485,524,639,523,519,814,764,666,553,392,230,219,161,63,8.0,6,2022
2022-06-07,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,6,2022
2022-06-07,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-08,2.0,230,신림,승차,일반,1099,2632,8316,12371,6302,2543,1844,1914,1710,1463,1491,1728,2096,2555,1545,1297,1231,1135,552,114.0,6,2022
2022-06-08,2.0,230,신림,승차,어린이,0,0,1,7,1,2,1,3,2,2,4,6,7,6,4,3,0,2,1,0.0,6,2022
2022-06-08,2.0,230,신림,승차,중고생,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0.0,6,2022
2022-06-08,2.0,230,신림,승차,청소년,3,44,140,84,49,30,27,32,81,36,48,148,90,59,55,34,39,56,10,2.0,6,2022
2022-06-08,2.0,230,신림,승차,우대권,430,449,497,536,548,567,581,515,525,559,584,524,434,386,221,164,115,59,18,9.0,6,2022
2022-06-08,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-08,2.0,230,신림,승차,일어 어린이,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-08,2.0,230,신림,하차,일반,84,517,971,1861,1412,1019,1041,1040,1247,1388,1828,2456,3615,9395,8286,4326,4055,3938,2579,693.0,6,2022
2022-06-08,2.0,230,신림,하차,어린이,0,0,1,1,0,0,4,1,0,5,5,6,2,12,4,1,5,1,1,0.0,6,2022
2022-06-08,2.0,230,신림,하차,중고생,0,0,1,1,1,1,1,1,0,0,1,1,1,0,3,0,0,1,0,0.0,6,2022
2022-06-08,2.0,230,신림,하차,청소년,0,11,155,50,13,12,13,19,27,35,71,119,99,100,88,54,62,82,36,10.0,6,2022
2022-06-08,2.0,230,신림,하차,우대권,53,199,207,286,367,484,684,560,498,562,720,705,669,520,401,275,236,133,67,14.0,6,2022
2022-06-08,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-08,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-09,2.0,230,신림,승차,일반,1081,2544,8114,12452,6332,2443,1750,1858,1682,1394,1423,1731,2113,2485,1388,1291,1281,1175,612,132.0,6,2022
2022-06-09,2.0,230,신림,승차,어린이,0,0,1,12,0,0,1,3,0,1,5,4,4,2,1,8,3,0,0,0.0,6,2022
2022-06-09,2.0,230,신림,승차,중고생,0,0,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,6,2022
2022-06-09,2.0,230,신림,승차,청소년,5,45,160,302,75,26,38,24,41,22,31,112,99,55,36,74,33,30,17,4.0,6,2022
2022-06-09,2.0,230,신림,승차,우대권,435,406,506,508,596,524,527,479,460,528,559,512,409,444,205,208,118,65,18,5.0,6,2022
2022-06-09,2.0,230,신림,승차,중국어 일반,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,2022
2022-06-09,2.0,230,신림,하차,일반,89,457,895,1740,1373,993,979,1082,1209,1381,1794,2351,3954,8953,7388,4327,4101,4106,2466,835.0,6,2022
2022-06-09,2.0,230,신림,하차,어린이,0,0,0,0,2,0,0,2,2,7,4,4,7,9,4,0,3,1,1,0.0,6,2022
2022-06-09,2.0,230,신림,하차,중고생,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0.0,6,2022
2022-06-09,2.0,230,신림,하차,청소년,0,7,101,63,5,9,80,122,41,62,62,126,164,108,80,63,78,104,43,13.0,6,2022
2022-06-09,2.0,230,신림,하차,우대권,47,196,193,282,323,478,585,518,494,574,728,694,701,545,378,286,210,190,67,20.0,6,2022
2022-06-09,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-10,2.0,230,신림,승차,일반,1085,2477,7740,12050,6334,2713,1956,1945,1886,1654,1600,2015,2534,2880,1844,1529,1382,1426,930,271.0,6,2022
2022-06-10,2.0,230,신림,승차,어린이,0,0,1,10,1,2,1,2,6,8,6,9,10,8,3,7,5,2,0,0.0,6,2022
2022-06-10,2.0,230,신림,승차,중고생,0,0,2,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0.0,6,2022
2022-06-10,2.0,230,신림,승차,청소년,5,39,158,181,71,33,36,32,31,25,162,110,76,65,62,52,44,41,19,4.0,6,2022
2022-06-10,2.0,230,신림,승차,우대권,459,434,476,522,633,617,548,539,484,542,539,523,387,365,267,191,158,117,35,9.0,6,2022
2022-06-10,2.0,230,신림,승차,영어 일반,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6,2022
2022-06-10,2.0,230,신림,승차,중국어 일반,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-10,2.0,230,신림,하차,일반,100,508,876,1688,1440,1013,1037,1137,1386,1706,1977,2784,4352,8873,7625,4248,4205,4072,2954,1287.0,6,2022
2022-06-10,2.0,230,신림,하차,어린이,0,0,0,1,1,1,1,3,1,3,6,8,10,11,6,4,7,3,1,0.0,6,2022
2022-06-10,2.0,230,신림,하차,중고생,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,3,1,0,0.0,6,2022
2022-06-10,2.0,230,신림,하차,청소년,1,10,66,43,16,11,26,21,76,49,84,152,136,100,99,90,77,113,46,16.0,6,2022
2022-06-10,2.0,230,신림,하차,우대권,61,196,209,281,352,498,604,559,528,625,735,735,657,604,439,308,243,172,89,22.0,6,2022
2022-06-10,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-10,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,승차,일반,895,1352,1965,3490,3728,3007,2871,3100,3009,2662,2665,2809,2680,2227,1698,1611,1639,1510,846,1.0,6,2022
2022-06-11,2.0,230,신림,승차,어린이,0,2,1,15,14,10,23,27,33,33,42,26,31,24,11,10,7,7,1,0.0,6,2022
2022-06-11,2.0,230,신림,승차,중고생,1,0,2,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,승차,청소년,2,18,25,57,69,61,61,81,87,89,63,76,87,88,56,49,55,62,23,0.0,6,2022
2022-06-11,2.0,230,신림,승차,우대권,326,309,271,364,538,555,544,536,486,423,402,418,408,342,327,269,159,89,38,0.0,6,2022
2022-06-11,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,승차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,승차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,하차,일반,122,500,616,890,1174,1281,1473,1719,2294,2159,2598,3089,3636,3552,3453,3019,3529,3373,2517,291.0,6,2022
2022-06-11,2.0,230,신림,하차,어린이,0,0,0,4,8,9,31,28,66,37,26,24,34,23,30,13,15,2,1,1.0,6,2022
2022-06-11,2.0,230,신림,하차,중고생,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,하차,청소년,1,3,8,25,32,33,43,63,77,90,77,109,104,95,102,56,74,96,52,0.0,6,2022
2022-06-11,2.0,230,신림,하차,우대권,48,190,152,198,315,435,573,520,485,435,518,565,637,457,393,287,245,150,80,11.0,6,2022
2022-06-11,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,6,2022
2022-06-11,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-11,2.0,230,신림,하차,일어 어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,승차,일반,483,883,1135,1944,2494,2305,2156,2402,2311,2098,2045,2038,1932,1669,1465,1252,1188,973,433,0.0,6,2022
2022-06-12,2.0,230,신림,승차,어린이,0,3,3,4,12,14,21,14,21,31,32,29,40,21,17,10,4,2,1,0.0,6,2022
2022-06-12,2.0,230,신림,승차,중고생,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,승차,청소년,4,3,19,30,43,52,50,82,67,67,81,75,66,72,87,57,46,37,18,0.0,6,2022
2022-06-12,2.0,230,신림,승차,우대권,182,212,195,320,476,424,371,387,465,412,406,333,313,322,249,170,93,64,21,0.0,6,2022
2022-06-12,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,승차,중국어 일반,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,하차,일반,120,453,382,504,824,953,1100,1379,1641,1722,1859,2270,2602,2781,2446,2510,3100,2261,1741,26.0,6,2022
2022-06-12,2.0,230,신림,하차,어린이,1,0,1,5,5,10,9,18,45,29,24,27,35,13,18,5,9,0,1,0.0,6,2022
2022-06-12,2.0,230,신림,하차,중고생,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,하차,청소년,0,10,7,19,22,24,48,50,78,76,64,64,94,106,82,74,48,60,43,2.0,6,2022
2022-06-12,2.0,230,신림,하차,우대권,29,149,123,165,281,386,456,403,385,411,415,490,458,400,267,212,184,104,54,3.0,6,2022
2022-06-12,2.0,230,신림,하차,영어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6,2022
2022-06-12,2.0,230,신림,하차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-13,2.0,230,신림,승차,일반,1055,2696,8270,12005,5878,2358,1806,1862,1699,1444,1419,1691,1977,2335,1496,1263,1136,1047,450,117.0,6,2022
2022-06-13,2.0,230,신림,승차,어린이,0,0,1,4,2,3,0,0,0,7,7,7,5,8,6,2,2,0,0,0.0,6,2022
2022-06-13,2.0,230,신림,승차,중고생,0,0,2,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1.0,6,2022
2022-06-13,2.0,230,신림,승차,청소년,9,43,142,127,50,37,29,32,31,17,44,122,107,67,48,36,27,31,12,3.0,6,2022
2022-06-13,2.0,230,신림,승차,우대권,432,436,506,577,606,566,493,592,469,508,526,526,383,276,211,146,108,60,20,1.0,6,2022
2022-06-13,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,6,2022
2022-06-13,2.0,230,신림,하차,일반,88,498,874,1701,1339,914,958,1050,1290,1431,1783,2590,3785,9407,7662,3900,3899,3698,1907,642.0,6,2022
2022-06-13,2.0,230,신림,하차,어린이,0,1,1,1,1,0,2,5,1,8,3,7,7,9,7,3,4,0,1,0.0,6,2022
2022-06-13,2.0,230,신림,하차,중고생,0,0,1,0,0,1,0,0,0,0,1,1,4,0,1,1,1,0,0,1.0,6,2022
2022-06-13,2.0,230,신림,하차,청소년,1,13,137,42,12,7,30,64,29,26,56,132,89,76,50,44,61,78,26,12.0,6,2022
2022-06-13,2.0,230,신림,하차,우대권,49,200,165,284,370,415,637,497,522,555,707,755,590,555,380,298,204,136,55,17.0,6,2022
2022-06-13,2.0,230,신림,하차,영어 일반,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.0,6,2022
2022-06-14,2.0,230,신림,승차,일반,1058,2565,8336,12117,6247,2489,1827,1838,1680,1430,1531,1758,2036,2375,1513,1231,1274,1149,582,110.0,6,2022
2022-06-14,2.0,230,신림,승차,어린이,0,0,0,7,2,0,0,5,3,3,8,21,4,8,1,8,1,0,0,0.0,6,2022
2022-06-14,2.0,230,신림,승차,중고생,0,0,2,0,0,1,0,0,1,2,0,0,1,1,1,0,0,1,1,0.0,6,2022
2022-06-14,2.0,230,신림,승차,청소년,8,36,144,74,44,31,25,22,83,20,29,101,113,71,54,80,62,45,7,3.0,6,2022
2022-06-14,2.0,230,신림,승차,우대권,451,430,517,526,609,663,523,523,537,496,615,467,364,281,225,144,100,70,18,3.0,6,2022
2022-06-14,2.0,230,신림,승차,영어 일반,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
2022-06-14,2.0,230,신림,승차,중국어 일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2022
