datetime,연,월,일,시간,요일,주말,공휴일,외국인,우대권,일반
2022-06-01 05:00:00,2022,6,1,5,2,0,1,6.0,116.0,939.0
2022-06-01 06:00:00,2022,6,1,6,2,0,1,0.0,349.0,1085.0
2022-06-01 07:00:00,2022,6,1,7,2,0,1,0.0,232.0,1280.0
2022-06-01 08:00:00,2022,6,1,8,2,0,1,0.0,205.0,2402.0
2022-06-01 09:00:00,2022,6,1,9,2,0,1,1.0,249.0,3740.0
2022-06-01 10:00:00,2022,6,1,10,2,0,1,3.0,289.0,3452.0
2022-06-01 11:00:00,2022,6,1,11,2,0,1,4.0,395.0,3942.0
2022-06-01 12:00:00,2022,6,1,12,2,0,1,5.0,353.0,4875.0
2022-06-01 13:00:00,2022,6,1,13,2,0,1,0.0,436.0,5214.0
2022-06-01 14:00:00,2022,6,1,14,2,0,1,9.0,441.0,4985.0
2022-06-01 15:00:00,2022,6,1,15,2,0,1,9.0,464.0,5668.0
2022-06-01 16:00:00,2022,6,1,16,2,0,1,5.0,419.0,6318.0
2022-06-01 17:00:00,2022,6,1,17,2,0,1,5.0,345.0,6214.0
2022-06-01 18:00:00,2022,6,1,18,2,0,1,12.0,250.0,5739.0
2022-06-01 19:00:00,2022,6,1,19,2,0,1,4.0,209.0,4716.0
2022-06-01 20:00:00,2022,6,1,20,2,0,1,8.0,220.0,4817.0
2022-06-01 21:00:00,2022,6,1,21,2,0,1,14.0,174.0,5199.0
2022-06-01 22:00:00,2022,6,1,22,2,0,1,5.0,117.0,4720.0
2022-06-01 23:00:00,2022,6,1,23,2,0,1,1.0,27.0,2352.0
2022-06-02 00:00:00,2022,6,2,0,3,0,0,0.0,0.0,0.0
2022-06-02 05:00:00,2022,6,2,5,3,0,0,0.0,263.0,460.0
2022-06-02 06:00:00,2022,6,2,6,3,0,0,0.0,618.0,2173.0
2022-06-02 07:00:00,2022,6,2,7,3,0,0,0.0,466.0,7909.0
2022-06-02 08:00:00,2022,6,2,8,3,0,0,1.0,554.0,16225.0
2022-06-02 09:00:00,2022,6,2,9,3,0,0,3.0,772.0,14992.0
2022-06-02 10:00:00,2022,6,2,10,3,0,0,2.0,811.0,6371.0
2022-06-02 11:00:00,2022,6,2,11,3,0,0,0.0,760.0,4806.0
2022-06-02 12:00:00,2022,6,2,12,3,0,0,8.0,712.0,5178.0
2022-06-02 13:00:00,2022,6,2,13,3,0,0,3.0,837.0,6214.0
2022-06-02 14:00:00,2022,6,2,14,3,0,0,5.0,1071.0,5672.0
2022-06-02 15:00:00,2022,6,2,15,3,0,0,12.0,1186.0,6248.0
2022-06-02 16:00:00,2022,6,2,16,3,0,0,8.0,994.0,7735.0
2022-06-02 17:00:00,2022,6,2,17,3,0,0,4.0,832.0,12339.0
2022-06-02 18:00:00,2022,6,2,18,3,0,0,2.0,542.0,20153.0
2022-06-02 19:00:00,2022,6,2,19,3,0,0,3.0,376.0,11523.0
2022-06-02 20:00:00,2022,6,2,20,3,0,0,0.0,280.0,7502.0
2022-06-02 21:00:00,2022,6,2,21,3,0,0,5.0,230.0,7839.0
2022-06-02 22:00:00,2022,6,2,22,3,0,0,1.0,147.0,7785.0
2022-06-02 23:00:00,2022,6,2,23,3,0,0,2.0,55.0,3247.0
2022-06-03 00:00:00,2022,6,3,0,4,0,0,0.0,0.0,0.0
2022-06-03 05:00:00,2022,6,3,5,4,0,0,0.0,277.0,485.0
2022-06-03 06:00:00,2022,6,3,6,4,0,0,0.0,628.0,2111.0
2022-06-03 07:00:00,2022,6,3,7,4,0,0,0.0,461.0,7484.0
2022-06-03 08:00:00,2022,6,3,8,4,0,0,0.0,550.0,15630.0
2022-06-03 09:00:00,2022,6,3,9,4,0,0,0.0,700.0,14157.0
2022-06-03 10:00:00,2022,6,3,10,4,0,0,2.0,816.0,6793.0
2022-06-03 11:00:00,2022,6,3,11,4,0,0,2.0,847.0,5272.0
2022-06-03 12:00:00,2022,6,3,12,4,0,0,2.0,778.0,5875.0
2022-06-03 13:00:00,2022,6,3,13,4,0,0,10.0,887.0,6503.0
2022-06-03 14:00:00,2022,6,3,14,4,0,0,2.0,1081.0,6493.0
2022-06-03 15:00:00,2022,6,3,15,4,0,0,4.0,1144.0,7241.0
2022-06-03 16:00:00,2022,6,3,16,4,0,0,8.0,1044.0,9093.0
2022-06-03 17:00:00,2022,6,3,17,4,0,0,7.0,839.0,14077.0
2022-06-03 18:00:00,2022,6,3,18,4,0,0,6.0,621.0,21518.0
2022-06-03 19:00:00,2022,6,3,19,4,0,0,4.0,424.0,13088.0
2022-06-03 20:00:00,2022,6,3,20,4,0,0,6.0,327.0,7857.0
2022-06-03 21:00:00,2022,6,3,21,4,0,0,7.0,270.0,8080.0
2022-06-03 22:00:00,2022,6,3,22,4,0,0,2.0,176.0,8441.0
2022-06-03 23:00:00,2022,6,3,23,4,0,0,1.0,63.0,4615.0
2022-06-04 00:00:00,2022,6,4,0,5,1,0,0.0,4.0,200.0
2022-06-04 05:00:00,2022,6,4,5,5,1,0,0.0,176.0,572.0
2022-06-04 06:00:00,2022,6,4,6,5,1,0,1.0,472.0,1094.0
2022-06-04 07:00:00,2022,6,4,7,5,1,0,0.0,276.0,1454.0
2022-06-04 08:00:00,2022,6,4,8,5,1,0,0.0,269.0,3811.0
2022-06-04 09:00:00,2022,6,4,9,5,1,0,0.0,439.0,6741.0
2022-06-04 10:00:00,2022,6,4,10,5,1,0,0.0,465.0,5460.0
2022-06-04 11:00:00,2022,6,4,11,5,1,0,5.0,535.0,5929.0
2022-06-04 12:00:00,2022,6,4,12,5,1,0,6.0,433.0,7014.0
2022-06-04 13:00:00,2022,6,4,13,5,1,0,12.0,510.0,8091.0
2022-06-04 14:00:00,2022,6,4,14,5,1,0,5.0,448.0,7757.0
2022-06-04 15:00:00,2022,6,4,15,5,1,0,3.0,458.0,8081.0
2022-06-04 16:00:00,2022,6,4,16,5,1,0,3.0,497.0,8818.0
2022-06-04 17:00:00,2022,6,4,17,5,1,0,7.0,422.0,9349.0
2022-06-04 18:00:00,2022,6,4,18,5,1,0,7.0,261.0,7477.0
2022-06-04 19:00:00,2022,6,4,19,5,1,0,4.0,242.0,5317.0
2022-06-04 20:00:00,2022,6,4,20,5,1,0,6.0,214.0,5365.0
2022-06-04 21:00:00,2022,6,4,21,5,1,0,4.0,160.0,5755.0
2022-06-04 22:00:00,2022,6,4,22,5,1,0,7.0,121.0,5822.0
2022-06-04 23:00:00,2022,6,4,23,5,1,0,1.0,57.0,3267.0
2022-06-05 00:00:00,2022,6,5,0,6,1,0,0.0,0.0,3.0
2022-06-05 05:00:00,2022,6,5,5,6,1,0,0.0,94.0,524.0
2022-06-05 06:00:00,2022,6,5,6,6,1,0,0.0,304.0,748.0
2022-06-05 07:00:00,2022,6,5,7,6,1,0,0.0,152.0,821.0
2022-06-05 08:00:00,2022,6,5,8,6,1,0,2.0,184.0,1530.0
2022-06-05 09:00:00,2022,6,5,9,6,1,0,2.0,206.0,2571.0
2022-06-05 10:00:00,2022,6,5,10,6,1,0,0.0,237.0,2349.0
2022-06-05 11:00:00,2022,6,5,11,6,1,0,4.0,183.0,2781.0
2022-06-05 12:00:00,2022,6,5,12,6,1,0,1.0,226.0,3581.0
2022-06-05 13:00:00,2022,6,5,13,6,1,0,3.0,281.0,4447.0
2022-06-05 14:00:00,2022,6,5,14,6,1,0,7.0,225.0,4188.0
2022-06-05 15:00:00,2022,6,5,15,6,1,0,4.0,273.0,4613.0
2022-06-05 16:00:00,2022,6,5,16,6,1,0,3.0,226.0,4885.0
2022-06-05 17:00:00,2022,6,5,17,6,1,0,5.0,178.0,5535.0
2022-06-05 18:00:00,2022,6,5,18,6,1,0,6.0,163.0,5178.0
2022-06-05 19:00:00,2022,6,5,19,6,1,0,1.0,146.0,4143.0
2022-06-05 20:00:00,2022,6,5,20,6,1,0,3.0,119.0,4229.0
2022-06-05 21:00:00,2022,6,5,21,6,1,0,4.0,99.0,4346.0
2022-06-05 22:00:00,2022,6,5,22,6,1,0,1.0,84.0,4127.0
2022-06-05 23:00:00,2022,6,5,23,6,1,0,2.0,54.0,2472.0
2022-06-06 00:00:00,2022,6,6,0,0,0,1,0.0,0.0,2.0
2022-06-06 05:00:00,2022,6,6,5,0,0,1,0.0,99.0,496.0
2022-06-06 06:00:00,2022,6,6,6,0,0,1,0.0,328.0,837.0
2022-06-06 07:00:00,2022,6,6,7,0,0,1,0.0,209.0,1087.0
2022-06-06 08:00:00,2022,6,6,8,0,0,1,1.0,136.0,1614.0
2022-06-06 09:00:00,2022,6,6,9,0,0,1,0.0,196.0,2729.0
2022-06-06 10:00:00,2022,6,6,10,0,0,1,0.0,240.0,2443.0
2022-06-06 11:00:00,2022,6,6,11,0,0,1,0.0,294.0,2870.0
2022-06-06 12:00:00,2022,6,6,12,0,0,1,4.0,263.0,3376.0
2022-06-06 13:00:00,2022,6,6,13,0,0,1,3.0,303.0,3947.0
2022-06-06 14:00:00,2022,6,6,14,0,0,1,4.0,360.0,3617.0
2022-06-06 15:00:00,2022,6,6,15,0,0,1,6.0,299.0,4079.0
2022-06-06 16:00:00,2022,6,6,16,0,0,1,2.0,343.0,4631.0
2022-06-06 17:00:00,2022,6,6,17,0,0,1,1.0,322.0,4876.0
2022-06-06 18:00:00,2022,6,6,18,0,0,1,11.0,247.0,4511.0
2022-06-06 19:00:00,2022,6,6,19,0,0,1,6.0,196.0,3780.0
2022-06-06 20:00:00,2022,6,6,20,0,0,1,3.0,188.0,3892.0
2022-06-06 21:00:00,2022,6,6,21,0,0,1,5.0,135.0,4077.0
2022-06-06 22:00:00,2022,6,6,22,0,0,1,4.0,97.0,3620.0
2022-06-06 23:00:00,2022,6,6,23,0,0,1,0.0,30.0,1560.0
2022-06-07 00:00:00,2022,6,7,0,1,0,0,0.0,0.0,1.0
2022-06-07 05:00:00,2022,6,7,5,1,0,0,0.0,281.0,419.0
2022-06-07 06:00:00,2022,6,7,6,1,0,0,0.0,617.0,2171.0
2022-06-07 07:00:00,2022,6,7,7,1,0,0,0.0,457.0,8544.0
2022-06-07 08:00:00,2022,6,7,8,1,0,0,3.0,554.0,16789.0
2022-06-07 09:00:00,2022,6,7,9,1,0,0,1.0,816.0,15606.0
2022-06-07 10:00:00,2022,6,7,10,1,0,0,0.0,891.0,6535.0
2022-06-07 11:00:00,2022,6,7,11,1,0,0,3.0,899.0,5129.0
2022-06-07 12:00:00,2022,6,7,12,1,0,0,13.0,812.0,5082.0
2022-06-07 13:00:00,2022,6,7,13,1,0,0,7.0,909.0,5870.0
2022-06-07 14:00:00,2022,6,7,14,1,0,0,4.0,1169.0,5776.0
2022-06-07 15:00:00,2022,6,7,15,1,0,0,1.0,1326.0,6288.0
2022-06-07 16:00:00,2022,6,7,16,1,0,0,4.0,1047.0,7437.0
2022-06-07 17:00:00,2022,6,7,17,1,0,0,12.0,842.0,12350.0
2022-06-07 18:00:00,2022,6,7,18,1,0,0,13.0,576.0,20023.0
2022-06-07 19:00:00,2022,6,7,19,1,0,0,5.0,346.0,11793.0
2022-06-07 20:00:00,2022,6,7,20,1,0,0,3.0,297.0,7686.0
2022-06-07 21:00:00,2022,6,7,21,1,0,0,1.0,252.0,8015.0
2022-06-07 22:00:00,2022,6,7,22,1,0,0,3.0,157.0,6737.0
2022-06-07 23:00:00,2022,6,7,23,1,0,0,5.0,51.0,2698.0
2022-06-08 00:00:00,2022,6,8,0,2,0,0,2.0,15.0,503.0
2022-06-08 05:00:00,2022,6,8,5,2,0,0,0.0,293.0,464.0
2022-06-08 06:00:00,2022,6,8,6,2,0,0,0.0,641.0,2212.0
2022-06-08 07:00:00,2022,6,8,7,2,0,0,0.0,453.0,8565.0
2022-06-08 08:00:00,2022,6,8,8,2,0,0,3.0,603.0,16680.0
2022-06-08 09:00:00,2022,6,8,9,2,0,0,0.0,746.0,15242.0
2022-06-08 10:00:00,2022,6,8,10,2,0,0,6.0,853.0,6747.0
2022-06-08 11:00:00,2022,6,8,11,2,0,0,4.0,814.0,4980.0
2022-06-08 12:00:00,2022,6,8,12,2,0,0,2.0,786.0,5151.0
2022-06-08 13:00:00,2022,6,8,13,2,0,0,11.0,916.0,5839.0
2022-06-08 14:00:00,2022,6,8,14,2,0,0,4.0,1186.0,5510.0
2022-06-08 15:00:00,2022,6,8,15,2,0,0,8.0,1240.0,6317.0
2022-06-08 16:00:00,2022,6,8,16,2,0,0,11.0,1116.0,7604.0
2022-06-08 17:00:00,2022,6,8,17,2,0,0,10.0,889.0,12667.0
2022-06-08 18:00:00,2022,6,8,18,2,0,0,4.0,620.0,20259.0
2022-06-08 19:00:00,2022,6,8,19,2,0,0,10.0,417.0,11772.0
2022-06-08 20:00:00,2022,6,8,20,2,0,0,4.0,298.0,7584.0
2022-06-08 21:00:00,2022,6,8,21,2,0,0,1.0,286.0,8316.0
2022-06-08 22:00:00,2022,6,8,22,2,0,0,1.0,159.0,7742.0
2022-06-08 23:00:00,2022,6,8,23,2,0,0,1.0,67.0,3312.0
2022-06-09 00:00:00,2022,6,9,0,3,0,0,0.0,9.0,705.0
2022-06-09 05:00:00,2022,6,9,5,3,0,0,0.0,285.0,451.0
2022-06-09 06:00:00,2022,6,9,6,3,0,0,0.0,606.0,2158.0
2022-06-09 07:00:00,2022,6,9,7,3,0,0,1.0,478.0,8118.0
2022-06-09 08:00:00,2022,6,9,8,3,0,0,1.0,552.0,17029.0
2022-06-09 09:00:00,2022,6,9,9,3,0,0,6.0,749.0,14937.0
2022-06-09 10:00:00,2022,6,9,10,3,0,0,5.0,783.0,6678.0
2022-06-09 11:00:00,2022,6,9,11,3,0,0,8.0,818.0,4913.0
2022-06-09 12:00:00,2022,6,9,12,3,0,0,5.0,762.0,5028.0
2022-06-09 13:00:00,2022,6,9,13,3,0,0,1.0,857.0,6145.0
2022-06-09 14:00:00,2022,6,9,14,3,0,0,3.0,1144.0,5713.0
2022-06-09 15:00:00,2022,6,9,15,3,0,0,10.0,1202.0,6176.0
2022-06-09 16:00:00,2022,6,9,16,3,0,0,5.0,1041.0,7805.0
2022-06-09 17:00:00,2022,6,9,17,3,0,0,20.0,831.0,12855.0
2022-06-09 18:00:00,2022,6,9,18,3,0,0,6.0,619.0,20162.0
2022-06-09 19:00:00,2022,6,9,19,3,0,0,5.0,378.0,11997.0
2022-06-09 20:00:00,2022,6,9,20,3,0,0,5.0,332.0,7698.0
2022-06-09 21:00:00,2022,6,9,21,3,0,0,7.0,265.0,8536.0
2022-06-09 22:00:00,2022,6,9,22,3,0,0,5.0,150.0,7660.0
2022-06-09 23:00:00,2022,6,9,23,3,0,0,1.0,55.0,3818.0
2022-06-10 00:00:00,2022,6,10,0,4,0,0,0.0,10.0,904.0
2022-06-10 05:00:00,2022,6,10,5,4,0,0,0.0,283.0,485.0
2022-06-10 06:00:00,2022,6,10,6,4,0,0,0.0,627.0,2204.0
2022-06-10 07:00:00,2022,6,10,7,4,0,0,0.0,478.0,8020.0
2022-06-10 08:00:00,2022,6,10,8,4,0,0,1.0,548.0,15860.0
2022-06-10 09:00:00,2022,6,10,9,4,0,0,7.0,778.0,14442.0
2022-06-10 10:00:00,2022,6,10,10,4,0,0,2.0,802.0,6736.0
2022-06-10 11:00:00,2022,6,10,11,4,0,0,3.0,831.0,5305.0
2022-06-10 12:00:00,2022,6,10,12,4,0,0,3.0,813.0,5761.0
2022-06-10 13:00:00,2022,6,10,13,4,0,0,5.0,879.0,6741.0
2022-06-10 14:00:00,2022,6,10,14,4,0,0,4.0,1137.0,6368.0
2022-06-10 15:00:00,2022,6,10,15,4,0,0,0.0,1283.0,7595.0
2022-06-10 16:00:00,2022,6,10,16,4,0,0,11.0,1026.0,9050.0
2022-06-10 17:00:00,2022,6,10,17,4,0,0,9.0,836.0,14688.0
2022-06-10 18:00:00,2022,6,10,18,4,0,0,8.0,657.0,22709.0
2022-06-10 19:00:00,2022,6,10,19,4,0,0,4.0,394.0,13318.0
2022-06-10 20:00:00,2022,6,10,20,4,0,0,4.0,304.0,7716.0
2022-06-10 21:00:00,2022,6,10,21,4,0,0,4.0,304.0,8194.0
2022-06-10 22:00:00,2022,6,10,22,4,0,0,7.0,203.0,8734.0
2022-06-10 23:00:00,2022,6,10,23,4,0,0,4.0,64.0,5556.0
2022-06-11 00:00:00,2022,6,11,0,5,1,0,0.0,19.0,1646.0
2022-06-11 05:00:00,2022,6,11,5,5,1,0,0.0,209.0,625.0
2022-06-11 06:00:00,2022,6,11,6,5,1,0,0.0,456.0,1135.0
2022-06-11 07:00:00,2022,6,11,7,5,1,0,0.0,276.0,1475.0
2022-06-11 08:00:00,2022,6,11,8,5,1,0,1.0,288.0,3779.0
2022-06-11 09:00:00,2022,6,11,9,5,1,0,5.0,474.0,6923.0
2022-06-11 10:00:00,2022,6,11,10,5,1,0,0.0,536.0,5448.0
2022-06-11 11:00:00,2022,6,11,11,5,1,0,8.0,618.0,6169.0
2022-06-11 12:00:00,2022,6,11,12,5,1,0,5.0,552.0,7698.0
2022-06-11 13:00:00,2022,6,11,13,5,1,0,8.0,504.0,9092.0
2022-06-11 14:00:00,2022,6,11,14,5,1,0,25.0,520.0,8245.0
2022-06-11 15:00:00,2022,6,11,15,5,1,0,10.0,577.0,8601.0
2022-06-11 16:00:00,2022,6,11,16,5,1,0,17.0,536.0,9804.0
2022-06-11 17:00:00,2022,6,11,17,5,1,0,5.0,460.0,9735.0
2022-06-11 18:00:00,2022,6,11,18,5,1,0,10.0,315.0,8195.0
2022-06-11 19:00:00,2022,6,11,19,5,1,0,3.0,285.0,5617.0
2022-06-11 20:00:00,2022,6,11,20,5,1,0,14.0,264.0,5422.0
2022-06-11 21:00:00,2022,6,11,21,5,1,0,7.0,208.0,6245.0
2022-06-11 22:00:00,2022,6,11,22,5,1,0,8.0,122.0,6519.0
2022-06-11 23:00:00,2022,6,11,23,5,1,0,10.0,55.0,3843.0
2022-06-12 00:00:00,2022,6,12,0,6,1,0,0.0,2.0,37.0
2022-06-12 05:00:00,2022,6,12,5,6,1,0,0.0,99.0,592.0
2022-06-12 06:00:00,2022,6,12,6,6,1,0,0.0,282.0,775.0
2022-06-12 07:00:00,2022,6,12,7,6,1,0,1.0,169.0,865.0
2022-06-12 08:00:00,2022,6,12,8,6,1,0,1.0,161.0,1645.0
2022-06-12 09:00:00,2022,6,12,9,6,1,0,0.0,257.0,2682.0
2022-06-12 10:00:00,2022,6,12,10,6,1,0,3.0,251.0,2410.0
2022-06-12 11:00:00,2022,6,12,11,6,1,0,6.0,214.0,3016.0
2022-06-12 12:00:00,2022,6,12,12,6,1,0,4.0,249.0,3811.0
2022-06-12 13:00:00,2022,6,12,13,6,1,0,7.0,288.0,4557.0
2022-06-12 14:00:00,2022,6,12,14,6,1,0,3.0,320.0,4238.0
2022-06-12 15:00:00,2022,6,12,15,6,1,0,9.0,278.0,4427.0
2022-06-12 16:00:00,2022,6,12,16,6,1,0,3.0,283.0,5075.0
2022-06-12 17:00:00,2022,6,12,17,6,1,0,11.0,234.0,5421.0
2022-06-12 18:00:00,2022,6,12,18,6,1,0,6.0,174.0,4886.0
2022-06-12 19:00:00,2022,6,12,19,6,1,0,9.0,163.0,3814.0
2022-06-12 20:00:00,2022,6,12,20,6,1,0,5.0,148.0,4007.0
2022-06-12 21:00:00,2022,6,12,21,6,1,0,9.0,150.0,4329.0
2022-06-12 22:00:00,2022,6,12,22,6,1,0,2.0,74.0,3617.0
2022-06-12 23:00:00,2022,6,12,23,6,1,0,4.0,27.0,1651.0
2022-06-13 00:00:00,2022,6,13,0,0,0,0,0.0,0.0,0.0
2022-06-13 05:00:00,2022,6,13,5,0,0,0,0.0,248.0,407.0
2022-06-13 06:00:00,2022,6,13,6,0,0,0,0.0,625.0,2254.0
2022-06-13 07:00:00,2022,6,13,7,0,0,0,0.0,468.0,8384.0
2022-06-13 08:00:00,2022,6,13,8,0,0,0,2.0,581.0,17106.0
2022-06-13 09:00:00,2022,6,13,9,0,0,0,6.0,718.0,14582.0
2022-06-13 10:00:00,2022,6,13,10,0,0,0,3.0,910.0,6913.0
2022-06-13 11:00:00,2022,6,13,11,0,0,0,4.0,917.0,5020.0
2022-06-13 12:00:00,2022,6,13,12,0,0,0,9.0,843.0,5177.0
2022-06-13 13:00:00,2022,6,13,13,0,0,0,8.0,915.0,6123.0
2022-06-13 14:00:00,2022,6,13,14,0,0,0,4.0,1172.0,5330.0
2022-06-13 15:00:00,2022,6,13,15,0,0,0,1.0,1227.0,6241.0
2022-06-13 16:00:00,2022,6,13,16,0,0,0,12.0,1060.0,7272.0
2022-06-13 17:00:00,2022,6,13,17,0,0,0,1.0,883.0,12007.0
2022-06-13 18:00:00,2022,6,13,18,0,0,0,13.0,588.0,19719.0
2022-06-13 19:00:00,2022,6,13,19,0,0,0,2.0,389.0,11725.0
2022-06-13 20:00:00,2022,6,13,20,0,0,0,4.0,323.0,7350.0
2022-06-13 21:00:00,2022,6,13,21,0,0,0,3.0,216.0,7724.0
2022-06-13 22:00:00,2022,6,13,22,0,0,0,2.0,158.0,6653.0
2022-06-13 23:00:00,2022,6,13,23,0,0,0,2.0,47.0,2590.0
2022-06-14 00:00:00,2022,6,14,0,1,0,0,0.0,14.0,592.0
2022-06-14 05:00:00,2022,6,14,5,1,0,0,0.0,278.0,421.0
2022-06-14 06:00:00,2022,6,14,6,1,0,0,0.0,630.0,2195.0
2022-06-14 07:00:00,2022,6,14,7,1,0,0,0.0,458.0,8258.0
2022-06-14 08:00:00,2022,6,14,8,1,0,0,1.0,576.0,16770.0
2022-06-14 09:00:00,2022,6,14,9,1,0,0,1.0,790.0,15516.0
2022-06-14 10:00:00,2022,6,14,10,1,0,0,1.0,816.0,6577.0
2022-06-14 11:00:00,2022,6,14,11,1,0,0,1.0,889.0,5286.0
2022-06-14 12:00:00,2022,6,14,12,1,0,0,4.0,856.0,5176.0
2022-06-14 13:00:00,2022,6,14,13,1,0,0,9.0,885.0,6136.0
2022-06-14 14:00:00,2022,6,14,14,1,0,0,3.0,1199.0,6050.0
2022-06-14 15:00:00,2022,6,14,15,1,0,0,5.0,1327.0,6524.0
2022-06-14 16:00:00,2022,6,14,16,1,0,0,3.0,1050.0,8009.0
2022-06-14 17:00:00,2022,6,14,17,1,0,0,10.0,876.0,12807.0
2022-06-14 18:00:00,2022,6,14,18,1,0,0,4.0,521.0,20637.0
2022-06-14 19:00:00,2022,6,14,19,1,0,0,3.0,356.0,11822.0
2022-06-14 20:00:00,2022,6,14,20,1,0,0,1.0,249.0,7432.0
2022-06-14 21:00:00,2022,6,14,21,1,0,0,1.0,263.0,8003.0
2022-06-14 22:00:00,2022,6,14,22,1,0,0,4.0,159.0,7390.0
2022-06-14 23:00:00,2022,6,14,23,1,0,0,5.0,47.0,3211.0
2022-06-15 00:00:00,2022,6,15,0,2,0,0,0.0,16.0,704.0
2022-06-15 05:00:00,2022,6,15,5,2,0,0,0.0,271.0,413.0
2022-06-15 06:00:00,2022,6,15,6,2,0,0,0.0,629.0,2066.0
2022-06-15 07:00:00,2022,6,15,7,2,0,0,0.0,456.0,7835.0
2022-06-15 08:00:00,2022,6,15,8,2,0,0,0.0,571.0,16681.0
2022-06-15 09:00:00,2022,6,15,9,2,0,0,1.0,645.0,13554.0
2022-06-15 10:00:00,2022,6,15,10,2,0,0,1.0,803.0,7870.0
2022-06-15 11:00:00,2022,6,15,11,2,0,0,2.0,773.0,5108.0
2022-06-15 12:00:00,2022,6,15,12,2,0,0,12.0,759.0,4972.0
2022-06-15 13:00:00,2022,6,15,13,2,0,0,4.0,778.0,5921.0
2022-06-15 14:00:00,2022,6,15,14,2,0,0,4.0,1152.0,5825.0
2022-06-15 15:00:00,2022,6,15,15,2,0,0,2.0,1207.0,6430.0
2022-06-15 16:00:00,2022,6,15,16,2,0,0,7.0,951.0,7538.0
2022-06-15 17:00:00,2022,6,15,17,2,0,0,8.0,801.0,13097.0
2022-06-15 18:00:00,2022,6,15,18,2,0,0,18.0,527.0,20273.0
2022-06-15 19:00:00,2022,6,15,19,2,0,0,2.0,372.0,11583.0
2022-06-15 20:00:00,2022,6,15,20,2,0,0,5.0,342.0,7617.0
2022-06-15 21:00:00,2022,6,15,21,2,0,0,2.0,255.0,8539.0
2022-06-15 22:00:00,2022,6,15,22,2,0,0,0.0,164.0,8076.0
2022-06-15 23:00:00,2022,6,15,23,2,0,0,0.0,71.0,3675.0
2022-06-16 00:00:00,2022,6,16,0,3,0,0,0.0,12.0,847.0
2022-06-16 05:00:00,2022,6,16,5,3,0,0,0.0,281.0,497.0
2022-06-16 06:00:00,2022,6,16,6,3,0,0,0.0,620.0,2056.0
2022-06-16 07:00:00,2022,6,16,7,3,0,0,0.0,475.0,7787.0
2022-06-16 08:00:00,2022,6,16,8,3,0,0,5.0,565.0,16614.0
2022-06-16 09:00:00,2022,6,16,9,3,0,0,0.0,767.0,15090.0
2022-06-16 10:00:00,2022,6,16,10,3,0,0,1.0,759.0,6514.0
2022-06-16 11:00:00,2022,6,16,11,3,0,0,3.0,874.0,5219.0
2022-06-16 12:00:00,2022,6,16,12,3,0,0,3.0,843.0,5324.0
2022-06-16 13:00:00,2022,6,16,13,3,0,0,1.0,868.0,6444.0
2022-06-16 14:00:00,2022,6,16,14,3,0,0,8.0,1147.0,5472.0
2022-06-16 15:00:00,2022,6,16,15,3,0,0,6.0,1354.0,7052.0
2022-06-16 16:00:00,2022,6,16,16,3,0,0,2.0,1006.0,7945.0
2022-06-16 17:00:00,2022,6,16,17,3,0,0,5.0,855.0,13405.0
2022-06-16 18:00:00,2022,6,16,18,3,0,0,5.0,588.0,20291.0
2022-06-16 19:00:00,2022,6,16,19,3,0,0,4.0,390.0,11938.0
2022-06-16 20:00:00,2022,6,16,20,3,0,0,0.0,341.0,7897.0
2022-06-16 21:00:00,2022,6,16,21,3,0,0,0.0,305.0,8790.0
2022-06-16 22:00:00,2022,6,16,22,3,0,0,3.0,189.0,8641.0
2022-06-16 23:00:00,2022,6,16,23,3,0,0,0.0,72.0,4289.0
2022-06-17 00:00:00,2022,6,17,0,4,0,0,0.0,17.0,1004.0
2022-06-17 05:00:00,2022,6,17,5,4,0,0,0.0,287.0,502.0
2022-06-17 06:00:00,2022,6,17,6,4,0,0,0.0,622.0,2115.0
2022-06-17 07:00:00,2022,6,17,7,4,0,0,2.0,494.0,7658.0
2022-06-17 08:00:00,2022,6,17,8,4,0,0,1.0,541.0,15970.0
2022-06-17 09:00:00,2022,6,17,9,4,0,0,1.0,722.0,13645.0
2022-06-17 10:00:00,2022,6,17,10,4,0,0,1.0,797.0,6672.0
2022-06-17 11:00:00,2022,6,17,11,4,0,0,0.0,867.0,5533.0
2022-06-17 12:00:00,2022,6,17,12,4,0,0,10.0,776.0,5816.0
2022-06-17 13:00:00,2022,6,17,13,4,0,0,0.0,824.0,6945.0
2022-06-17 14:00:00,2022,6,17,14,4,0,0,3.0,1097.0,6922.0
2022-06-17 15:00:00,2022,6,17,15,4,0,0,0.0,1292.0,7895.0
2022-06-17 16:00:00,2022,6,17,16,4,0,0,21.0,1033.0,9342.0
2022-06-17 17:00:00,2022,6,17,17,4,0,0,8.0,893.0,15291.0
2022-06-17 18:00:00,2022,6,17,18,4,0,0,1.0,613.0,22310.0
2022-06-17 19:00:00,2022,6,17,19,4,0,0,16.0,384.0,13519.0
2022-06-17 20:00:00,2022,6,17,20,4,0,0,8.0,354.0,7846.0
2022-06-17 21:00:00,2022,6,17,21,4,0,0,4.0,276.0,8436.0
2022-06-17 22:00:00,2022,6,17,22,4,0,0,8.0,191.0,9060.0
2022-06-17 23:00:00,2022,6,17,23,4,0,0,0.0,66.0,5649.0
2022-06-18 00:00:00,2022,6,18,0,5,1,0,0.0,14.0,1592.0
