datetime,연,월,일,시간,요일,주말,공휴일,10대,20대,30대,40대,50대 이상,우대권,외국인
2022-09-05 22:00:00,2022,9,5,22,0,0,0,321,753,1524,879,492,87,5
2022-09-05 23:00:00,2022,9,5,23,0,0,0,125,294,595,343,192,37,2
2022-09-06 00:00:00,2022,9,6,0,1,0,0,30,71,143,83,46,4,0
2022-09-06 05:00:00,2022,9,6,5,1,0,0,31,72,145,83,47,288,0
2022-09-06 06:00:00,2022,9,6,6,1,0,0,139,325,658,380,213,565,0
2022-09-06 07:00:00,2022,9,6,7,1,0,0,189,1180,3356,2065,330,399,0
2022-09-06 08:00:00,2022,9,6,8,1,0,0,352,2200,6257,3850,616,463,0
2022-09-06 09:00:00,2022,9,6,9,1,0,0,312,1953,5552,3417,547,568,9
2022-09-06 10:00:00,2022,9,6,10,1,0,0,448,1050,2123,1225,686,707,4
2022-09-06 11:00:00,2022,9,6,11,1,0,0,348,815,1647,950,532,751,11
2022-09-06 12:00:00,2022,9,6,12,1,0,0,357,836,1690,975,546,696,6
2022-09-06 13:00:00,2022,9,6,13,1,0,0,403,944,1908,1101,617,711,9
2022-09-06 14:00:00,2022,9,6,14,1,0,0,395,926,1873,1081,605,1021,8
2022-09-06 15:00:00,2022,9,6,15,1,0,0,456,1068,2159,1246,698,1107,6
2022-09-06 16:00:00,2022,9,6,16,1,0,0,524,1229,2486,1434,803,857,22
2022-09-06 17:00:00,2022,9,6,17,1,0,0,393,1929,4789,3420,737,743,13
2022-09-06 18:00:00,2022,9,6,18,1,0,0,608,2985,7409,5292,1140,544,6
2022-09-06 19:00:00,2022,9,6,19,1,0,0,354,1737,4312,3080,663,340,5
2022-09-06 20:00:00,2022,9,6,20,1,0,0,550,1290,2608,1505,843,272,18
2022-09-06 21:00:00,2022,9,6,21,1,0,0,573,1342,2715,1566,877,219,6
2022-09-06 22:00:00,2022,9,6,22,1,0,0,541,1268,2565,1480,829,143,2
2022-09-06 23:00:00,2022,9,6,23,1,0,0,242,566,1145,661,370,65,2
2022-09-07 00:00:00,2022,9,7,0,2,0,0,59,137,277,160,90,11,1
2022-09-07 05:00:00,2022,9,7,5,2,0,0,37,87,175,101,57,297,0
2022-09-07 06:00:00,2022,9,7,6,2,0,0,176,413,835,482,270,617,0
2022-09-07 07:00:00,2022,9,7,7,2,0,0,222,1386,3941,2425,388,431,2
2022-09-07 08:00:00,2022,9,7,8,2,0,0,434,2712,7711,4745,759,569,1
2022-09-07 09:00:00,2022,9,7,9,2,0,0,389,2434,6921,4259,681,648,3
2022-09-07 10:00:00,2022,9,7,10,2,0,0,547,1281,2591,1495,837,828,18
2022-09-07 11:00:00,2022,9,7,11,2,0,0,421,987,1997,1152,645,740,7
2022-09-07 12:00:00,2022,9,7,12,2,0,0,431,1011,2045,1180,661,759,12
2022-09-07 13:00:00,2022,9,7,13,2,0,0,516,1208,2444,1410,789,872,16
2022-09-07 14:00:00,2022,9,7,14,2,0,0,490,1148,2321,1339,750,1057,10
2022-09-07 15:00:00,2022,9,7,15,2,0,0,544,1275,2578,1487,833,1159,11
2022-09-07 16:00:00,2022,9,7,16,2,0,0,661,1549,3133,1807,1012,945,16
2022-09-07 17:00:00,2022,9,7,17,2,0,0,472,2317,5751,4108,885,816,17
2022-09-07 18:00:00,2022,9,7,18,2,0,0,737,3621,8986,6419,1383,560,6
2022-09-07 19:00:00,2022,9,7,19,2,0,0,448,2202,5465,3904,841,384,4
2022-09-07 20:00:00,2022,9,7,20,2,0,0,630,1477,2987,1723,965,305,5
2022-09-07 21:00:00,2022,9,7,21,2,0,0,690,1617,3269,1886,1056,243,13
2022-09-07 22:00:00,2022,9,7,22,2,0,0,687,1609,3254,1877,1051,160,6
2022-09-07 23:00:00,2022,9,7,23,2,0,0,338,791,1600,923,517,52,3
2022-09-08 00:00:00,2022,9,8,0,3,0,0,92,216,437,252,141,19,1
2022-09-08 05:00:00,2022,9,8,5,3,0,0,36,85,172,99,56,296,0
2022-09-08 06:00:00,2022,9,8,6,3,0,0,161,378,765,441,247,585,1
2022-09-08 07:00:00,2022,9,8,7,3,0,0,196,1227,3491,2148,344,422,0
2022-09-08 08:00:00,2022,9,8,8,3,0,0,393,2455,6981,4296,687,472,2
2022-09-08 09:00:00,2022,9,8,9,3,0,0,335,2095,5957,3666,587,592,1
2022-09-08 10:00:00,2022,9,8,10,3,0,0,494,1158,2343,1352,757,667,3
2022-09-08 11:00:00,2022,9,8,11,3,0,0,396,928,1876,1082,606,676,11
2022-09-08 12:00:00,2022,9,8,12,3,0,0,471,1105,2234,1289,722,650,9
2022-09-08 13:00:00,2022,9,8,13,3,0,0,577,1353,2736,1578,884,740,4
2022-09-08 14:00:00,2022,9,8,14,3,0,0,640,1499,3032,1749,980,979,9
2022-09-08 15:00:00,2022,9,8,15,3,0,0,824,1932,3906,2254,1262,859,10
2022-09-08 16:00:00,2022,9,8,16,3,0,0,975,2284,4619,2665,1492,680,7
2022-09-08 17:00:00,2022,9,8,17,3,0,0,522,2561,6357,4540,978,680,10
2022-09-08 18:00:00,2022,9,8,18,3,0,0,528,2593,6437,4598,990,431,8
2022-09-08 19:00:00,2022,9,8,19,3,0,0,331,1628,4039,2885,621,281,14
2022-09-08 20:00:00,2022,9,8,20,3,0,0,534,1251,2529,1459,817,212,7
2022-09-08 21:00:00,2022,9,8,21,3,0,0,513,1203,2434,1404,786,183,7
2022-09-08 22:00:00,2022,9,8,22,3,0,0,593,1391,2813,1623,909,142,7
2022-09-08 23:00:00,2022,9,8,23,3,0,0,295,692,1399,807,452,55,7
2022-09-09 00:00:00,2022,9,9,0,4,0,1,137,220,228,125,256,8,2
2022-09-09 05:00:00,2022,9,9,5,4,0,1,65,105,109,60,123,94,1
2022-09-09 06:00:00,2022,9,9,6,4,0,1,91,146,151,83,170,280,0
2022-09-09 07:00:00,2022,9,9,7,4,0,1,47,201,293,171,100,137,0
2022-09-09 08:00:00,2022,9,9,8,4,0,1,103,440,641,374,220,124,2
2022-09-09 09:00:00,2022,9,9,9,4,0,1,164,702,1023,597,351,141,5
2022-09-09 10:00:00,2022,9,9,10,4,0,1,338,543,563,308,634,139,3
2022-09-09 11:00:00,2022,9,9,11,4,0,1,388,623,646,353,727,174,18
2022-09-09 12:00:00,2022,9,9,12,4,0,1,465,747,775,424,871,155,7
2022-09-09 13:00:00,2022,9,9,13,4,0,1,503,808,838,458,943,171,12
2022-09-09 14:00:00,2022,9,9,14,4,0,1,504,810,840,459,945,210,7
2022-09-09 15:00:00,2022,9,9,15,4,0,1,545,875,908,496,1021,197,6
2022-09-09 16:00:00,2022,9,9,16,4,0,1,589,946,981,536,1103,164,5
2022-09-09 17:00:00,2022,9,9,17,4,0,1,332,1120,1425,965,763,162,6
2022-09-09 18:00:00,2022,9,9,18,4,0,1,298,1002,1275,864,683,161,17
2022-09-09 19:00:00,2022,9,9,19,4,0,1,231,777,989,670,530,108,5
2022-09-09 20:00:00,2022,9,9,20,4,0,1,425,684,709,388,798,107,8
2022-09-09 21:00:00,2022,9,9,21,4,0,1,428,687,713,390,802,81,11
2022-09-09 22:00:00,2022,9,9,22,4,0,1,433,696,722,395,812,64,10
2022-09-09 23:00:00,2022,9,9,23,4,0,1,304,488,506,277,569,20,5
2022-09-10 00:00:00,2022,9,10,0,5,1,1,0,0,0,0,0,0,0
2022-09-10 05:00:00,2022,9,10,5,5,1,1,40,64,67,36,75,69,1
2022-09-10 06:00:00,2022,9,10,6,5,1,1,64,103,106,58,120,221,3
2022-09-10 07:00:00,2022,9,10,7,5,1,1,33,142,206,120,71,102,0
2022-09-10 08:00:00,2022,9,10,8,5,1,1,42,181,264,154,91,66,4
2022-09-10 09:00:00,2022,9,10,9,5,1,1,56,239,349,204,120,61,1
2022-09-10 10:00:00,2022,9,10,10,5,1,1,153,245,254,139,286,85,9
2022-09-10 11:00:00,2022,9,10,11,5,1,1,188,302,313,171,353,95,7
2022-09-10 12:00:00,2022,9,10,12,5,1,1,237,381,395,216,444,95,7
2022-09-10 13:00:00,2022,9,10,13,5,1,1,281,452,469,257,528,100,10
2022-09-10 14:00:00,2022,9,10,14,5,1,1,262,422,437,239,492,121,12
2022-09-10 15:00:00,2022,9,10,15,5,1,1,294,472,489,268,551,130,20
2022-09-10 16:00:00,2022,9,10,16,5,1,1,341,548,568,311,639,85,3
2022-09-10 17:00:00,2022,9,10,17,5,1,1,203,682,868,588,465,118,20
2022-09-10 18:00:00,2022,9,10,18,5,1,1,177,596,758,513,406,90,14
2022-09-10 19:00:00,2022,9,10,19,5,1,1,157,529,673,455,360,80,7
2022-09-10 20:00:00,2022,9,10,20,5,1,1,296,476,494,270,556,73,14
2022-09-10 21:00:00,2022,9,10,21,5,1,1,280,449,466,255,524,50,10
2022-09-10 22:00:00,2022,9,10,22,5,1,1,285,459,476,260,535,51,5
2022-09-10 23:00:00,2022,9,10,23,5,1,1,165,265,275,150,309,17,1
2022-09-11 00:00:00,2022,9,11,0,6,1,1,19,31,32,18,36,4,1
2022-09-11 05:00:00,2022,9,11,5,6,1,1,34,55,57,31,64,68,1
2022-09-11 06:00:00,2022,9,11,6,6,1,1,57,91,95,52,106,265,1
2022-09-11 07:00:00,2022,9,11,7,6,1,1,27,116,168,98,58,124,0
2022-09-11 08:00:00,2022,9,11,8,6,1,1,48,207,301,176,103,137,5
2022-09-11 09:00:00,2022,9,11,9,6,1,1,80,344,501,292,172,182,2
2022-09-11 10:00:00,2022,9,11,10,6,1,1,213,342,355,194,399,189,0
2022-09-11 11:00:00,2022,9,11,11,6,1,1,276,444,461,252,518,162,9
2022-09-11 12:00:00,2022,9,11,12,6,1,1,370,595,617,337,694,229,11
2022-09-11 13:00:00,2022,9,11,13,6,1,1,408,655,679,372,764,221,5
2022-09-11 14:00:00,2022,9,11,14,6,1,1,394,633,657,359,739,207,11
2022-09-11 15:00:00,2022,9,11,15,6,1,1,457,734,761,416,856,174,13
2022-09-11 16:00:00,2022,9,11,16,6,1,1,511,822,852,466,959,219,5
2022-09-11 17:00:00,2022,9,11,17,6,1,1,322,1083,1378,933,738,160,12
2022-09-11 18:00:00,2022,9,11,18,6,1,1,291,980,1248,845,668,103,9
2022-09-11 19:00:00,2022,9,11,19,6,1,1,232,781,994,673,532,117,11
2022-09-11 20:00:00,2022,9,11,20,6,1,1,436,701,727,398,818,78,3
2022-09-11 21:00:00,2022,9,11,21,6,1,1,451,725,751,411,845,101,6
2022-09-11 22:00:00,2022,9,11,22,6,1,1,488,784,813,444,914,48,7
2022-09-11 23:00:00,2022,9,11,23,6,1,1,283,455,472,258,531,30,2
2022-09-12 00:00:00,2022,9,12,0,0,0,1,27,43,45,25,50,7,0
2022-09-12 05:00:00,2022,9,12,5,0,0,1,51,82,85,46,95,87,0
2022-09-12 06:00:00,2022,9,12,6,0,0,1,83,133,138,76,156,300,0
2022-09-12 07:00:00,2022,9,12,7,0,0,1,50,215,314,183,108,136,0
2022-09-12 08:00:00,2022,9,12,8,0,0,1,79,337,492,287,169,139,0
2022-09-12 09:00:00,2022,9,12,9,0,0,1,131,560,816,476,280,165,0
2022-09-12 10:00:00,2022,9,12,10,0,0,1,313,503,522,285,587,171,2
2022-09-12 11:00:00,2022,9,12,11,0,0,1,388,623,646,353,727,257,7
2022-09-12 12:00:00,2022,9,12,12,0,0,1,511,821,851,465,957,234,7
2022-09-12 13:00:00,2022,9,12,13,0,0,1,529,850,881,482,991,306,5
2022-09-12 14:00:00,2022,9,12,14,0,0,1,526,845,877,479,986,306,4
2022-09-12 15:00:00,2022,9,12,15,0,0,1,603,969,1005,550,1131,278,12
2022-09-12 16:00:00,2022,9,12,16,0,0,1,661,1062,1101,602,1239,309,20
2022-09-12 17:00:00,2022,9,12,17,0,0,1,350,1177,1499,1015,803,276,6
2022-09-12 18:00:00,2022,9,12,18,0,0,1,330,1111,1413,957,757,196,15
2022-09-12 19:00:00,2022,9,12,19,0,0,1,270,910,1158,784,621,200,9
2022-09-12 20:00:00,2022,9,12,20,0,0,1,522,839,870,476,979,161,8
2022-09-12 21:00:00,2022,9,12,21,0,0,1,545,876,909,497,1022,111,6
2022-09-12 22:00:00,2022,9,12,22,0,0,1,477,767,796,435,895,70,6
2022-09-12 23:00:00,2022,9,12,23,0,0,1,234,377,390,214,439,27,0
2022-09-13 00:00:00,2022,9,13,0,1,0,0,0,0,0,0,0,0,0
2022-09-13 05:00:00,2022,9,13,5,1,0,0,34,80,162,93,52,272,0
2022-09-13 06:00:00,2022,9,13,6,1,0,0,163,383,775,447,250,619,0
2022-09-13 07:00:00,2022,9,13,7,1,0,0,204,1278,3633,2236,358,400,0
2022-09-13 08:00:00,2022,9,13,8,1,0,0,399,2492,7087,4361,698,529,0
2022-09-13 09:00:00,2022,9,13,9,1,0,0,277,1731,4921,3029,485,502,4
2022-09-13 10:00:00,2022,9,13,10,1,0,0,602,1410,2852,1645,921,764,3
2022-09-13 11:00:00,2022,9,13,11,1,0,0,346,812,1642,947,530,755,4
2022-09-13 12:00:00,2022,9,13,12,1,0,0,406,951,1922,1109,621,755,6
2022-09-13 13:00:00,2022,9,13,13,1,0,0,458,1074,2173,1253,702,813,5
2022-09-13 14:00:00,2022,9,13,14,1,0,0,437,1024,2071,1195,669,1082,5
2022-09-13 15:00:00,2022,9,13,15,1,0,0,465,1089,2203,1271,712,1158,11
2022-09-13 16:00:00,2022,9,13,16,1,0,0,572,1340,2710,1564,876,896,10
2022-09-13 17:00:00,2022,9,13,17,1,0,0,426,2094,5196,3711,799,758,12
2022-09-13 18:00:00,2022,9,13,18,1,0,0,652,3201,7944,5675,1222,457,7
2022-09-13 19:00:00,2022,9,13,19,1,0,0,405,1989,4937,3526,760,338,10
2022-09-13 20:00:00,2022,9,13,20,1,0,0,578,1355,2740,1581,885,221,6
2022-09-13 21:00:00,2022,9,13,21,1,0,0,581,1361,2753,1588,889,203,10
2022-09-13 22:00:00,2022,9,13,22,1,0,0,509,1193,2413,1392,780,125,4
2022-09-13 23:00:00,2022,9,13,23,1,0,0,192,450,910,525,294,47,3
2022-09-14 00:00:00,2022,9,14,0,2,0,0,45,106,215,124,69,8,2
2022-09-14 05:00:00,2022,9,14,5,2,0,0,35,82,166,96,54,303,0
2022-09-14 06:00:00,2022,9,14,6,2,0,0,169,395,799,461,258,613,0
2022-09-14 07:00:00,2022,9,14,7,2,0,0,227,1420,4037,2484,398,433,0
2022-09-14 08:00:00,2022,9,14,8,2,0,0,421,2632,7486,4607,737,536,4
2022-09-14 09:00:00,2022,9,14,9,2,0,0,381,2383,6776,4170,667,677,3
2022-09-14 10:00:00,2022,9,14,10,2,0,0,523,1227,2481,1431,801,757,4
2022-09-14 11:00:00,2022,9,14,11,2,0,0,382,895,1809,1044,585,775,5
2022-09-14 12:00:00,2022,9,14,12,2,0,0,399,935,1891,1091,611,736,14
2022-09-14 13:00:00,2022,9,14,13,2,0,0,497,1166,2357,1360,761,836,9
2022-09-14 14:00:00,2022,9,14,14,2,0,0,440,1031,2084,1203,673,1098,5
2022-09-14 15:00:00,2022,9,14,15,2,0,0,491,1151,2327,1343,752,1190,8
2022-09-14 16:00:00,2022,9,14,16,2,0,0,596,1398,2827,1631,913,958,4
2022-09-14 17:00:00,2022,9,14,17,2,0,0,462,2267,5626,4018,865,799,10
2022-09-14 18:00:00,2022,9,14,18,2,0,0,700,3435,8525,6090,1312,517,6
2022-09-14 19:00:00,2022,9,14,19,2,0,0,422,2072,5143,3674,791,344,5
2022-09-14 20:00:00,2022,9,14,20,2,0,0,590,1382,2794,1612,903,289,7
2022-09-14 21:00:00,2022,9,14,21,2,0,0,658,1542,3118,1799,1007,238,5
2022-09-14 22:00:00,2022,9,14,22,2,0,0,622,1457,2946,1700,952,142,8
2022-09-14 23:00:00,2022,9,14,23,2,0,0,269,631,1277,737,413,52,2
2022-09-15 00:00:00,2022,9,15,0,3,0,0,65,152,307,177,99,10,0
2022-09-15 05:00:00,2022,9,15,5,3,0,0,35,82,165,95,53,292,0
2022-09-15 06:00:00,2022,9,15,6,3,0,0,176,413,836,482,270,613,0
2022-09-15 07:00:00,2022,9,15,7,3,0,0,225,1408,4003,2463,394,409,1
2022-09-15 08:00:00,2022,9,15,8,3,0,0,429,2682,7626,4693,751,543,1
2022-09-15 09:00:00,2022,9,15,9,3,0,0,380,2374,6751,4154,665,717,2
2022-09-15 10:00:00,2022,9,15,10,3,0,0,539,1262,2553,1473,825,877,2
2022-09-15 11:00:00,2022,9,15,11,3,0,0,415,972,1965,1133,635,868,5
2022-09-15 12:00:00,2022,9,15,12,3,0,0,414,971,1963,1132,634,857,1
2022-09-15 13:00:00,2022,9,15,13,3,0,0,507,1189,2405,1387,777,979,10
2022-09-15 14:00:00,2022,9,15,14,3,0,0,458,1074,2171,1253,701,1124,8
2022-09-15 15:00:00,2022,9,15,15,3,0,0,512,1201,2429,1401,785,1302,9
2022-09-15 16:00:00,2022,9,15,16,3,0,0,609,1427,2886,1665,932,981,6
2022-09-15 17:00:00,2022,9,15,17,3,0,0,462,2267,5626,4019,866,855,11
2022-09-15 18:00:00,2022,9,15,18,3,0,0,722,3546,8800,6286,1354,579,8
2022-09-15 19:00:00,2022,9,15,19,3,0,0,429,2105,5225,3732,804,377,7
2022-09-15 20:00:00,2022,9,15,20,3,0,0,627,1470,2973,1715,960,283,5
2022-09-15 21:00:00,2022,9,15,21,3,0,0,671,1573,3181,1835,1028,255,9
2022-09-15 22:00:00,2022,9,15,22,3,0,0,645,1513,3059,1765,988,144,9
2022-09-15 23:00:00,2022,9,15,23,3,0,0,301,706,1427,823,461,60,2
2022-09-16 00:00:00,2022,9,16,0,4,0,0,78,184,372,215,120,13,0
2022-09-16 05:00:00,2022,9,16,5,4,0,0,35,83,168,97,54,296,0
2022-09-16 06:00:00,2022,9,16,6,4,0,0,171,402,812,469,262,642,0
2022-09-16 07:00:00,2022,9,16,7,4,0,0,210,1311,3727,2294,367,437,0
2022-09-16 08:00:00,2022,9,16,8,4,0,0,398,2489,7080,4357,697,514,1
2022-09-16 09:00:00,2022,9,16,9,4,0,0,374,2338,6649,4092,655,690,4
2022-09-16 10:00:00,2022,9,16,10,4,0,0,547,1281,2591,1495,837,796,9
2022-09-16 11:00:00,2022,9,16,11,4,0,0,410,961,1944,1121,628,853,6
2022-09-16 12:00:00,2022,9,16,12,4,0,0,464,1087,2198,1268,710,800,6
2022-09-16 13:00:00,2022,9,16,13,4,0,0,547,1281,2590,1494,837,826,4
2022-09-16 14:00:00,2022,9,16,14,4,0,0,534,1252,2532,1461,818,1148,11
2022-09-16 15:00:00,2022,9,16,15,4,0,0,636,1492,3017,1740,975,1213,16
2022-09-16 16:00:00,2022,9,16,16,4,0,0,749,1755,3549,2048,1147,980,15
2022-09-16 17:00:00,2022,9,16,17,4,0,0,534,2625,6514,4653,1002,738,23
2022-09-16 18:00:00,2022,9,16,18,4,0,0,791,3883,9638,6884,1483,546,18
2022-09-16 19:00:00,2022,9,16,19,4,0,0,476,2337,5801,4143,892,376,8
2022-09-16 20:00:00,2022,9,16,20,4,0,0,674,1581,3197,1844,1033,295,12
2022-09-16 21:00:00,2022,9,16,21,4,0,0,677,1586,3208,1851,1036,244,7
2022-09-16 22:00:00,2022,9,16,22,4,0,0,721,1689,3415,1970,1103,168,9
2022-09-16 23:00:00,2022,9,16,23,4,0,0,439,1029,2081,1201,672,57,3
2022-09-17 00:00:00,2022,9,17,0,5,1,0,276,448,376,201,451,25,0
2022-09-17 05:00:00,2022,9,17,5,5,1,0,93,151,126,68,152,187,2
2022-09-17 06:00:00,2022,9,17,6,5,1,0,183,298,250,134,299,491,0
2022-09-17 07:00:00,2022,9,17,7,5,1,0,89,386,455,260,166,227,1
2022-09-17 08:00:00,2022,9,17,8,5,1,0,244,1056,1244,711,455,265,0
2022-09-17 09:00:00,2022,9,17,9,5,1,0,470,2036,2398,1370,877,406,3
2022-09-17 10:00:00,2022,9,17,10,5,1,0,931,1513,1267,679,1521,498,8
2022-09-17 11:00:00,2022,9,17,11,5,1,0,1060,1722,1442,773,1731,596,1
2022-09-17 12:00:00,2022,9,17,12,5,1,0,1257,2043,1711,917,2053,513,4
2022-09-17 13:00:00,2022,9,17,13,5,1,0,1462,2376,1990,1066,2388,484,9
2022-09-17 14:00:00,2022,9,17,14,5,1,0,1446,2349,1968,1054,2361,462,15
2022-09-17 15:00:00,2022,9,17,15,5,1,0,1452,2359,1976,1059,2371,484,23
2022-09-17 16:00:00,2022,9,17,16,5,1,0,1672,2718,2276,1220,2732,527,15
2022-09-17 17:00:00,2022,9,17,17,5,1,0,896,3051,3137,2080,1792,471,17
2022-09-17 18:00:00,2022,9,17,18,5,1,0,726,2471,2540,1685,1452,276,17
2022-09-17 19:00:00,2022,9,17,19,5,1,0,501,1705,1752,1162,1001,259,8
2022-09-17 20:00:00,2022,9,17,20,5,1,0,884,1436,1203,644,1443,249,5
2022-09-17 21:00:00,2022,9,17,21,5,1,0,972,1579,1323,709,1587,186,13
2022-09-17 22:00:00,2022,9,17,22,5,1,0,1176,1912,1601,858,1922,111,6
2022-09-17 23:00:00,2022,9,17,23,5,1,0,682,1109,929,497,1114,41,3
2022-09-18 00:00:00,2022,9,18,0,6,1,0,5,8,7,4,8,0,0
2022-09-18 05:00:00,2022,9,18,5,6,1,0,82,134,112,60,135,78,1
2022-09-18 06:00:00,2022,9,18,6,6,1,0,113,183,154,82,184,298,1
2022-09-18 07:00:00,2022,9,18,7,6,1,0,57,249,293,167,107,161,0
2022-09-18 08:00:00,2022,9,18,8,6,1,0,118,512,603,344,220,195,0
2022-09-18 09:00:00,2022,9,18,9,6,1,0,183,793,934,533,341,249,2
2022-09-18 10:00:00,2022,9,18,10,6,1,0,424,690,578,309,693,296,5
2022-09-18 11:00:00,2022,9,18,11,6,1,0,533,867,726,389,871,234,7
2022-09-18 12:00:00,2022,9,18,12,6,1,0,741,1204,1008,540,1210,305,22
2022-09-18 13:00:00,2022,9,18,13,6,1,0,867,1409,1180,632,1417,329,18
2022-09-18 14:00:00,2022,9,18,14,6,1,0,765,1243,1041,558,1249,323,6
2022-09-18 15:00:00,2022,9,18,15,6,1,0,820,1332,1116,598,1339,275,16
2022-09-18 16:00:00,2022,9,18,16,6,1,0,894,1453,1217,652,1460,295,10
2022-09-18 17:00:00,2022,9,18,17,6,1,0,555,1889,1941,1288,1109,244,9
2022-09-18 18:00:00,2022,9,18,18,6,1,0,460,1566,1610,1068,920,200,19
2022-09-18 19:00:00,2022,9,18,19,6,1,0,369,1256,1291,856,738,206,5
2022-09-18 20:00:00,2022,9,18,20,6,1,0,656,1066,893,478,1072,137,4
2022-09-18 21:00:00,2022,9,18,21,6,1,0,694,1127,944,506,1133,117,11
2022-09-18 22:00:00,2022,9,18,22,6,1,0,693,1127,944,506,1133,67,8
2022-09-18 23:00:00,2022,9,18,23,6,1,0,375,609,510,273,612,41,0
2022-09-19 00:00:00,2022,9,19,0,0,0,0,0,0,1,0,0,0,0
2022-09-19 05:00:00,2022,9,19,5,0,0,0,33,76,154,89,50,272,0
2022-09-19 06:00:00,2022,9,19,6,0,0,0,173,405,818,472,264,624,0
2022-09-19 07:00:00,2022,9,19,7,0,0,0,217,1359,3864,2378,380,446,2
2022-09-19 08:00:00,2022,9,19,8,0,0,0,356,2223,6322,3890,622,465,0
2022-09-19 09:00:00,2022,9,19,9,0,0,0,409,2554,7262,4469,715,703,7
2022-09-19 10:00:00,2022,9,19,10,0,0,0,546,1279,2586,1492,836,914,14
2022-09-19 11:00:00,2022,9,19,11,0,0,0,398,934,1888,1089,610,945,8
2022-09-19 12:00:00,2022,9,19,12,0,0,0,401,939,1899,1096,614,811,10
2022-09-19 13:00:00,2022,9,19,13,0,0,0,455,1067,2158,1245,697,854,13
2022-09-19 14:00:00,2022,9,19,14,0,0,0,448,1050,2123,1225,686,1233,4
2022-09-19 15:00:00,2022,9,19,15,0,0,0,508,1191,2409,1390,778,1267,7
2022-09-19 16:00:00,2022,9,19,16,0,0,0,583,1366,2761,1593,892,1013,7
2022-09-19 17:00:00,2022,9,19,17,0,0,0,435,2135,5299,3785,815,897,16
2022-09-19 18:00:00,2022,9,19,18,0,0,0,692,3400,8439,6028,1298,547,18
2022-09-19 19:00:00,2022,9,19,19,0,0,0,419,2055,5101,3644,785,385,16
2022-09-19 20:00:00,2022,9,19,20,0,0,0,595,1395,2822,1628,912,278,12
2022-09-19 21:00:00,2022,9,19,21,0,0,0,608,1425,2882,1663,931,228,3
2022-09-19 22:00:00,2022,9,19,22,0,0,0,526,1233,2494,1439,806,139,10
2022-09-19 23:00:00,2022,9,19,23,0,0,0,223,524,1059,611,342,57,7
2022-09-20 00:00:00,2022,9,20,0,1,0,0,55,129,261,151,84,11,0
2022-09-20 05:00:00,2022,9,20,5,1,0,0,36,85,171,99,55,310,0
2022-09-20 06:00:00,2022,9,20,6,1,0,0,179,419,848,489,274,643,0
2022-09-20 07:00:00,2022,9,20,7,1,0,0,217,1355,3852,2370,379,424,0
2022-09-20 08:00:00,2022,9,20,8,1,0,0,429,2684,7632,4697,751,526,1
2022-09-20 09:00:00,2022,9,20,9,1,0,0,394,2464,7007,4312,690,767,5
2022-09-20 10:00:00,2022,9,20,10,1,0,0,525,1230,2488,1436,804,769,1
2022-09-20 11:00:00,2022,9,20,11,1,0,0,410,961,1944,1122,628,956,4
2022-09-20 12:00:00,2022,9,20,12,1,0,0,413,968,1957,1129,632,845,22
2022-09-20 13:00:00,2022,9,20,13,1,0,0,475,1113,2251,1298,727,884,16
2022-09-20 14:00:00,2022,9,20,14,1,0,0,444,1042,2107,1215,681,1205,16
2022-09-20 15:00:00,2022,9,20,15,1,0,0,534,1251,2529,1459,817,1379,11
2022-09-20 16:00:00,2022,9,20,16,1,0,0,601,1409,2850,1644,921,1000,18
2022-09-20 17:00:00,2022,9,20,17,1,0,0,460,2258,5605,4004,862,873,14
2022-09-20 18:00:00,2022,9,20,18,1,0,0,708,3477,8629,6164,1328,593,29
2022-09-20 19:00:00,2022,9,20,19,1,0,0,421,2066,5128,3663,789,352,42
2022-09-20 20:00:00,2022,9,20,20,1,0,0,637,1493,3019,1742,975,270,7
2022-09-20 21:00:00,2022,9,20,21,1,0,0,663,1553,3141,1812,1015,258,38
2022-09-20 22:00:00,2022,9,20,22,1,0,0,600,1407,2846,1642,919,171,5
2022-09-20 23:00:00,2022,9,20,23,1,0,0,251,589,1192,688,385,50,2
2022-09-21 00:00:00,2022,9,21,0,2,0,0,69,161,326,188,105,18,0
2022-09-21 05:00:00,2022,9,21,5,2,0,0,34,80,161,93,52,289,0
2022-09-21 06:00:00,2022,9,21,6,2,0,0,175,411,830,479,268,647,1
2022-09-21 07:00:00,2022,9,21,7,2,0,0,206,1290,3670,2258,361,413,2
2022-09-21 08:00:00,2022,9,21,8,2,0,0,430,2688,7645,4705,753,534,2
2022-09-21 09:00:00,2022,9,21,9,2,0,0,380,2375,6755,4157,665,712,6
2022-09-21 10:00:00,2022,9,21,10,2,0,0,509,1194,2415,1393,780,814,3
2022-09-21 11:00:00,2022,9,21,11,2,0,0,391,916,1851,1068,598,844,4
2022-09-21 12:00:00,2022,9,21,12,2,0,0,411,963,1947,1124,629,804,6
2022-09-21 13:00:00,2022,9,21,13,2,0,0,478,1120,2266,1307,732,868,12
2022-09-21 14:00:00,2022,9,21,14,2,0,0,461,1081,2186,1261,706,1176,14
2022-09-21 15:00:00,2022,9,21,15,2,0,0,516,1210,2446,1411,790,1266,15
2022-09-21 16:00:00,2022,9,21,16,2,0,0,589,1381,2793,1611,902,1070,19
2022-09-21 17:00:00,2022,9,21,17,2,0,0,472,2319,5755,4110,885,878,18
2022-09-21 18:00:00,2022,9,21,18,2,0,0,712,3497,8678,6198,1335,605,10
