datetime,연,월,일,시간,요일,주말,공휴일,10대,20대,30대,40대,50대 이상,우대권,외국인
2022-06-01 05:00:00,2022,6,1,5,2,0,1,133,214,222,121,249,116,6
2022-06-01 06:00:00,2022,6,1,6,2,0,1,154,247,256,140,288,349,0
2022-06-01 07:00:00,2022,6,1,7,2,0,1,74,317,462,269,158,232,0
2022-06-01 08:00:00,2022,6,1,8,2,0,1,139,594,867,505,297,205,0
2022-06-01 09:00:00,2022,6,1,9,2,0,1,216,925,1349,787,463,249,1
2022-06-01 10:00:00,2022,6,1,10,2,0,1,489,786,815,446,917,289,3
2022-06-01 11:00:00,2022,6,1,11,2,0,1,558,897,931,509,1047,395,4
2022-06-01 12:00:00,2022,6,1,12,2,0,1,690,1110,1151,629,1295,353,5
2022-06-01 13:00:00,2022,6,1,13,2,0,1,738,1187,1231,673,1385,436,0
2022-06-01 14:00:00,2022,6,1,14,2,0,1,706,1135,1177,644,1324,441,9
2022-06-01 15:00:00,2022,6,1,15,2,0,1,803,1290,1338,732,1505,464,9
2022-06-01 16:00:00,2022,6,1,16,2,0,1,895,1438,1491,816,1678,419,5
2022-06-01 17:00:00,2022,6,1,17,2,0,1,449,1511,1923,1302,1030,345,5
2022-06-01 18:00:00,2022,6,1,18,2,0,1,414,1395,1776,1202,951,250,12
2022-06-01 19:00:00,2022,6,1,19,2,0,1,340,1147,1459,988,782,209,4
2022-06-01 20:00:00,2022,6,1,20,2,0,1,682,1097,1137,622,1279,220,8
2022-06-01 21:00:00,2022,6,1,21,2,0,1,736,1183,1227,671,1381,174,14
2022-06-01 22:00:00,2022,6,1,22,2,0,1,669,1074,1114,609,1253,117,5
2022-06-01 23:00:00,2022,6,1,23,2,0,1,333,535,555,304,625,27,1
2022-06-02 00:00:00,2022,6,2,0,3,0,0,0,0,0,0,0,0,0
2022-06-02 05:00:00,2022,6,2,5,3,0,0,37,87,177,102,57,263,0
2022-06-02 06:00:00,2022,6,2,6,3,0,0,176,412,834,481,269,618,0
2022-06-02 07:00:00,2022,6,2,7,3,0,0,210,1311,3728,2294,367,466,0
2022-06-02 08:00:00,2022,6,2,8,3,0,0,430,2689,7647,4706,753,554,1
2022-06-02 09:00:00,2022,6,2,9,3,0,0,398,2485,7066,4348,696,772,3
2022-06-02 10:00:00,2022,6,2,10,3,0,0,516,1209,2445,1411,790,811,2
2022-06-02 11:00:00,2022,6,2,11,3,0,0,389,912,1845,1064,596,760,0
2022-06-02 12:00:00,2022,6,2,12,3,0,0,419,983,1987,1147,642,712,8
2022-06-02 13:00:00,2022,6,2,13,3,0,0,503,1179,2385,1376,771,837,3
2022-06-02 14:00:00,2022,6,2,14,3,0,0,459,1077,2177,1256,703,1071,5
2022-06-02 15:00:00,2022,6,2,15,3,0,0,506,1186,2398,1383,775,1186,12
2022-06-02 16:00:00,2022,6,2,16,3,0,0,626,1468,2969,1713,959,994,8
2022-06-02 17:00:00,2022,6,2,17,3,0,0,430,2113,5244,3745,807,832,4
2022-06-02 18:00:00,2022,6,2,18,3,0,0,703,3451,8564,6117,1318,542,2
2022-06-02 19:00:00,2022,6,2,19,3,0,0,402,1973,4897,3498,753,376,3
2022-06-02 20:00:00,2022,6,2,20,3,0,0,608,1424,2879,1661,930,280,0
2022-06-02 21:00:00,2022,6,2,21,3,0,0,635,1488,3009,1736,972,230,5
2022-06-02 22:00:00,2022,6,2,22,3,0,0,630,1478,2988,1724,965,147,1
2022-06-02 23:00:00,2022,6,2,23,3,0,0,263,616,1246,719,403,55,2
2022-06-03 00:00:00,2022,6,3,0,4,0,0,0,0,0,0,0,0,0
2022-06-03 05:00:00,2022,6,3,5,4,0,0,39,92,186,107,60,277,0
2022-06-03 06:00:00,2022,6,3,6,4,0,0,171,401,810,467,262,628,0
2022-06-03 07:00:00,2022,6,3,7,4,0,0,198,1240,3527,2171,347,461,0
2022-06-03 08:00:00,2022,6,3,8,4,0,0,414,2590,7367,4533,725,550,0
2022-06-03 09:00:00,2022,6,3,9,4,0,0,375,2346,6672,4106,657,700,0
2022-06-03 10:00:00,2022,6,3,10,4,0,0,550,1289,2607,1504,842,816,2
2022-06-03 11:00:00,2022,6,3,11,4,0,0,427,1001,2023,1167,654,847,2
2022-06-03 12:00:00,2022,6,3,12,4,0,0,476,1115,2255,1301,728,778,2
2022-06-03 13:00:00,2022,6,3,13,4,0,0,527,1234,2496,1440,806,887,10
2022-06-03 14:00:00,2022,6,3,14,4,0,0,526,1232,2492,1438,805,1081,2
2022-06-03 15:00:00,2022,6,3,15,4,0,0,586,1374,2779,1603,898,1144,4
2022-06-03 16:00:00,2022,6,3,16,4,0,0,736,1726,3490,2013,1128,1044,8
2022-06-03 17:00:00,2022,6,3,17,4,0,0,491,2410,5982,4273,920,839,7
2022-06-03 18:00:00,2022,6,3,18,4,0,0,750,3685,9144,6532,1407,621,6
2022-06-03 19:00:00,2022,6,3,19,4,0,0,456,2241,5562,3973,856,424,4
2022-06-03 20:00:00,2022,6,3,20,4,0,0,636,1491,3016,1740,974,327,6
2022-06-03 21:00:00,2022,6,3,21,4,0,0,654,1534,3101,1789,1002,270,7
2022-06-03 22:00:00,2022,6,3,22,4,0,0,684,1602,3240,1869,1047,176,2
2022-06-03 23:00:00,2022,6,3,23,4,0,0,374,876,1771,1022,572,63,1
2022-06-04 00:00:00,2022,6,4,0,5,1,0,32,51,43,23,51,4,0
2022-06-04 05:00:00,2022,6,4,5,5,1,0,90,146,123,66,147,176,0
2022-06-04 06:00:00,2022,6,4,6,5,1,0,172,280,235,126,281,472,1
2022-06-04 07:00:00,2022,6,4,7,5,1,0,96,414,488,279,178,276,0
2022-06-04 08:00:00,2022,6,4,8,5,1,0,250,1085,1278,730,467,269,0
2022-06-04 09:00:00,2022,6,4,9,5,1,0,443,1919,2261,1292,827,439,0
2022-06-04 10:00:00,2022,6,4,10,5,1,0,860,1398,1171,627,1405,465,0
2022-06-04 11:00:00,2022,6,4,11,5,1,0,934,1518,1271,681,1525,535,5
2022-06-04 12:00:00,2022,6,4,12,5,1,0,1105,1795,1504,806,1805,433,6
2022-06-04 13:00:00,2022,6,4,13,5,1,0,1274,2071,1735,929,2082,510,12
2022-06-04 14:00:00,2022,6,4,14,5,1,0,1222,1985,1663,891,1996,448,5
2022-06-04 15:00:00,2022,6,4,15,5,1,0,1273,2068,1733,928,2079,458,3
2022-06-04 16:00:00,2022,6,4,16,5,1,0,1389,2257,1891,1013,2269,497,3
2022-06-04 17:00:00,2022,6,4,17,5,1,0,765,2604,2676,1775,1529,422,7
2022-06-04 18:00:00,2022,6,4,18,5,1,0,612,2082,2140,1420,1223,261,7
2022-06-04 19:00:00,2022,6,4,19,5,1,0,435,1481,1522,1010,870,242,4
2022-06-04 20:00:00,2022,6,4,20,5,1,0,845,1373,1150,616,1380,214,6
2022-06-04 21:00:00,2022,6,4,21,5,1,0,906,1473,1234,661,1481,160,4
2022-06-04 22:00:00,2022,6,4,22,5,1,0,917,1490,1248,669,1498,121,7
2022-06-04 23:00:00,2022,6,4,23,5,1,0,515,836,700,375,841,57,1
2022-06-05 00:00:00,2022,6,5,0,6,1,0,0,1,1,0,1,0,0
2022-06-05 05:00:00,2022,6,5,5,6,1,0,83,134,112,60,135,94,0
2022-06-05 06:00:00,2022,6,5,6,6,1,0,118,191,160,86,192,304,0
2022-06-05 07:00:00,2022,6,5,7,6,1,0,54,234,275,157,101,152,0
2022-06-05 08:00:00,2022,6,5,8,6,1,0,101,436,513,293,188,184,2
2022-06-05 09:00:00,2022,6,5,9,6,1,0,169,732,862,493,315,206,2
2022-06-05 10:00:00,2022,6,5,10,6,1,0,370,601,504,270,604,237,0
2022-06-05 11:00:00,2022,6,5,11,6,1,0,438,712,596,319,715,183,4
2022-06-05 12:00:00,2022,6,5,12,6,1,0,564,917,768,411,921,226,1
2022-06-05 13:00:00,2022,6,5,13,6,1,0,700,1138,953,511,1144,281,3
2022-06-05 14:00:00,2022,6,5,14,6,1,0,660,1072,898,481,1077,225,7
2022-06-05 15:00:00,2022,6,5,15,6,1,0,727,1181,989,530,1187,273,4
2022-06-05 16:00:00,2022,6,5,16,6,1,0,769,1250,1047,561,1257,226,3
2022-06-05 17:00:00,2022,6,5,17,6,1,0,453,1541,1585,1051,905,178,5
2022-06-05 18:00:00,2022,6,5,18,6,1,0,424,1442,1482,983,847,163,6
2022-06-05 19:00:00,2022,6,5,19,6,1,0,339,1154,1186,787,678,146,1
2022-06-05 20:00:00,2022,6,5,20,6,1,0,666,1082,907,486,1088,119,3
2022-06-05 21:00:00,2022,6,5,21,6,1,0,685,1112,932,499,1118,99,4
2022-06-05 22:00:00,2022,6,5,22,6,1,0,650,1056,885,474,1062,84,1
2022-06-05 23:00:00,2022,6,5,23,6,1,0,389,633,530,284,636,54,2
2022-06-06 00:00:00,2022,6,6,0,0,0,1,0,0,0,0,1,0,0
2022-06-06 05:00:00,2022,6,6,5,0,0,1,70,113,117,64,132,99,0
2022-06-06 06:00:00,2022,6,6,6,0,0,1,119,191,198,108,222,328,0
2022-06-06 07:00:00,2022,6,6,7,0,0,1,63,269,392,229,134,209,0
2022-06-06 08:00:00,2022,6,6,8,0,0,1,93,399,582,340,200,136,1
2022-06-06 09:00:00,2022,6,6,9,0,0,1,158,675,985,574,338,196,0
2022-06-06 10:00:00,2022,6,6,10,0,0,1,346,556,577,315,649,240,0
2022-06-06 11:00:00,2022,6,6,11,0,0,1,407,653,678,371,762,294,0
2022-06-06 12:00:00,2022,6,6,12,0,0,1,478,768,797,436,897,263,4
2022-06-06 13:00:00,2022,6,6,13,0,0,1,559,898,932,510,1048,303,3
2022-06-06 14:00:00,2022,6,6,14,0,0,1,512,823,854,467,961,360,4
2022-06-06 15:00:00,2022,6,6,15,0,0,1,578,929,963,527,1083,299,6
2022-06-06 16:00:00,2022,6,6,16,0,0,1,656,1054,1093,598,1230,343,2
2022-06-06 17:00:00,2022,6,6,17,0,0,1,352,1185,1509,1022,808,322,1
2022-06-06 18:00:00,2022,6,6,18,0,0,1,326,1097,1396,945,748,247,11
2022-06-06 19:00:00,2022,6,6,19,0,0,1,273,919,1170,792,627,196,6
2022-06-06 20:00:00,2022,6,6,20,0,0,1,551,886,919,502,1034,188,3
2022-06-06 21:00:00,2022,6,6,21,0,0,1,577,928,962,526,1083,135,5
2022-06-06 22:00:00,2022,6,6,22,0,0,1,513,824,855,467,961,97,4
2022-06-06 23:00:00,2022,6,6,23,0,0,1,221,355,368,201,414,30,0
2022-06-07 00:00:00,2022,6,7,0,1,0,0,0,0,0,0,0,0,0
2022-06-07 05:00:00,2022,6,7,5,1,0,0,34,80,161,93,52,281,0
2022-06-07 06:00:00,2022,6,7,6,1,0,0,176,412,833,481,269,617,0
2022-06-07 07:00:00,2022,6,7,7,1,0,0,227,1416,4027,2478,396,457,0
2022-06-07 08:00:00,2022,6,7,8,1,0,0,445,2783,7913,4869,779,554,3
2022-06-07 09:00:00,2022,6,7,9,1,0,0,414,2586,7355,4526,724,816,1
2022-06-07 10:00:00,2022,6,7,10,1,0,0,529,1240,2508,1447,810,891,0
2022-06-07 11:00:00,2022,6,7,11,1,0,0,415,973,1969,1136,636,899,3
2022-06-07 12:00:00,2022,6,7,12,1,0,0,412,965,1950,1125,630,812,13
2022-06-07 13:00:00,2022,6,7,13,1,0,0,475,1114,2253,1300,728,909,7
2022-06-07 14:00:00,2022,6,7,14,1,0,0,468,1096,2217,1279,716,1169,4
2022-06-07 15:00:00,2022,6,7,15,1,0,0,509,1193,2413,1392,780,1326,1
2022-06-07 16:00:00,2022,6,7,16,1,0,0,602,1411,2854,1647,922,1047,4
2022-06-07 17:00:00,2022,6,7,17,1,0,0,431,2115,5248,3749,807,842,12
2022-06-07 18:00:00,2022,6,7,18,1,0,0,698,3429,8509,6078,1309,576,13
2022-06-07 19:00:00,2022,6,7,19,1,0,0,411,2019,5012,3580,771,346,5
2022-06-07 20:00:00,2022,6,7,20,1,0,0,622,1459,2950,1702,953,297,3
2022-06-07 21:00:00,2022,6,7,21,1,0,0,649,1521,3076,1775,994,252,1
2022-06-07 22:00:00,2022,6,7,22,1,0,0,546,1279,2586,1492,835,157,3
2022-06-07 23:00:00,2022,6,7,23,1,0,0,218,512,1036,597,335,51,5
2022-06-08 00:00:00,2022,6,8,0,2,0,0,41,95,193,111,62,15,2
2022-06-08 05:00:00,2022,6,8,5,2,0,0,38,88,178,103,58,293,0
2022-06-08 06:00:00,2022,6,8,6,2,0,0,179,420,849,490,274,641,0
2022-06-08 07:00:00,2022,6,8,7,2,0,0,227,1420,4037,2484,397,453,0
2022-06-08 08:00:00,2022,6,8,8,2,0,0,442,2764,7861,4838,774,603,3
2022-06-08 09:00:00,2022,6,8,9,2,0,0,404,2526,7184,4421,707,746,0
2022-06-08 10:00:00,2022,6,8,10,2,0,0,546,1281,2590,1494,837,853,6
2022-06-08 11:00:00,2022,6,8,11,2,0,0,403,945,1911,1103,618,814,4
2022-06-08 12:00:00,2022,6,8,12,2,0,0,417,978,1977,1141,639,786,2
2022-06-08 13:00:00,2022,6,8,13,2,0,0,473,1108,2241,1293,724,916,11
2022-06-08 14:00:00,2022,6,8,14,2,0,0,446,1046,2115,1220,683,1186,4
2022-06-08 15:00:00,2022,6,8,15,2,0,0,512,1199,2424,1399,783,1240,8
2022-06-08 16:00:00,2022,6,8,16,2,0,0,616,1443,2918,1684,943,1116,11
2022-06-08 17:00:00,2022,6,8,17,2,0,0,442,2169,5383,3845,828,889,10
2022-06-08 18:00:00,2022,6,8,18,2,0,0,706,3469,8609,6150,1325,620,4
2022-06-08 19:00:00,2022,6,8,19,2,0,0,410,2016,5003,3573,770,417,10
2022-06-08 20:00:00,2022,6,8,20,2,0,0,614,1439,2911,1679,940,298,4
2022-06-08 21:00:00,2022,6,8,21,2,0,0,673,1578,3192,1841,1031,286,1
2022-06-08 22:00:00,2022,6,8,22,2,0,0,627,1469,2971,1714,960,159,1
2022-06-08 23:00:00,2022,6,8,23,2,0,0,268,629,1271,733,411,67,1
2022-06-09 00:00:00,2022,6,9,0,3,0,0,57,134,271,156,87,9,0
2022-06-09 05:00:00,2022,6,9,5,3,0,0,37,86,173,100,56,285,0
2022-06-09 06:00:00,2022,6,9,6,3,0,0,175,410,828,478,268,606,0
2022-06-09 07:00:00,2022,6,9,7,3,0,0,215,1345,3826,2355,377,478,1
2022-06-09 08:00:00,2022,6,9,8,3,0,0,452,2822,8026,4939,790,552,1
2022-06-09 09:00:00,2022,6,9,9,3,0,0,396,2476,7040,4332,693,749,6
2022-06-09 10:00:00,2022,6,9,10,3,0,0,541,1267,2563,1479,828,783,5
2022-06-09 11:00:00,2022,6,9,11,3,0,0,398,932,1886,1088,609,818,8
2022-06-09 12:00:00,2022,6,9,12,3,0,0,407,954,1930,1113,623,762,5
2022-06-09 13:00:00,2022,6,9,13,3,0,0,498,1166,2358,1361,762,857,1
2022-06-09 14:00:00,2022,6,9,14,3,0,0,463,1084,2193,1265,708,1144,3
2022-06-09 15:00:00,2022,6,9,15,3,0,0,500,1172,2370,1368,766,1202,10
2022-06-09 16:00:00,2022,6,9,16,3,0,0,632,1481,2996,1728,968,1041,5
2022-06-09 17:00:00,2022,6,9,17,3,0,0,448,2201,5463,3902,840,831,20
2022-06-09 18:00:00,2022,6,9,18,3,0,0,703,3452,8568,6120,1318,619,6
2022-06-09 19:00:00,2022,6,9,19,3,0,0,418,2054,5098,3642,784,378,5
2022-06-09 20:00:00,2022,6,9,20,3,0,0,623,1461,2955,1705,955,332,5
2022-06-09 21:00:00,2022,6,9,21,3,0,0,691,1620,3276,1890,1058,265,7
2022-06-09 22:00:00,2022,6,9,22,3,0,0,620,1454,2940,1696,950,150,5
2022-06-09 23:00:00,2022,6,9,23,3,0,0,309,725,1465,845,473,55,1
2022-06-10 00:00:00,2022,6,10,0,4,0,0,73,172,347,200,112,10,0
2022-06-10 05:00:00,2022,6,10,5,4,0,0,39,92,186,107,60,283,0
2022-06-10 06:00:00,2022,6,10,6,4,0,0,178,418,846,488,273,627,0
2022-06-10 07:00:00,2022,6,10,7,4,0,0,213,1329,3780,2326,372,478,0
2022-06-10 08:00:00,2022,6,10,8,4,0,0,421,2629,7475,4600,736,548,1
2022-06-10 09:00:00,2022,6,10,9,4,0,0,383,2394,6807,4189,670,778,7
2022-06-10 10:00:00,2022,6,10,10,4,0,0,545,1278,2585,1492,835,802,2
2022-06-10 11:00:00,2022,6,10,11,4,0,0,430,1007,2036,1175,658,831,3
2022-06-10 12:00:00,2022,6,10,12,4,0,0,467,1093,2211,1276,714,813,3
2022-06-10 13:00:00,2022,6,10,13,4,0,0,546,1279,2587,1493,836,879,5
2022-06-10 14:00:00,2022,6,10,14,4,0,0,516,1209,2444,1410,790,1137,4
2022-06-10 15:00:00,2022,6,10,15,4,0,0,615,1441,2915,1682,942,1283,0
2022-06-10 16:00:00,2022,6,10,16,4,0,0,733,1718,3473,2004,1122,1026,11
2022-06-10 17:00:00,2022,6,10,17,4,0,0,512,2515,6242,4459,960,836,9
2022-06-10 18:00:00,2022,6,10,18,4,0,0,792,3889,9651,6893,1485,657,8
2022-06-10 19:00:00,2022,6,10,19,4,0,0,464,2280,5660,4043,871,394,4
2022-06-10 20:00:00,2022,6,10,20,4,0,0,625,1464,2961,1709,957,304,4
2022-06-10 21:00:00,2022,6,10,21,4,0,0,664,1555,3145,1814,1016,304,4
2022-06-10 22:00:00,2022,6,10,22,4,0,0,707,1658,3352,1934,1083,203,7
2022-06-10 23:00:00,2022,6,10,23,4,0,0,450,1054,2132,1230,689,64,4
2022-06-11 00:00:00,2022,6,11,0,5,1,0,259,421,353,189,423,19,0
2022-06-11 05:00:00,2022,6,11,5,5,1,0,98,160,134,72,161,209,0
2022-06-11 06:00:00,2022,6,11,6,5,1,0,179,291,243,130,292,456,0
2022-06-11 07:00:00,2022,6,11,7,5,1,0,97,420,495,283,181,276,0
2022-06-11 08:00:00,2022,6,11,8,5,1,0,248,1076,1267,724,463,288,1
2022-06-11 09:00:00,2022,6,11,9,5,1,0,455,1971,2322,1327,849,474,5
2022-06-11 10:00:00,2022,6,11,10,5,1,0,858,1394,1168,626,1402,536,0
2022-06-11 11:00:00,2022,6,11,11,5,1,0,972,1579,1323,709,1587,618,8
2022-06-11 12:00:00,2022,6,11,12,5,1,0,1213,1970,1650,884,1980,552,5
2022-06-11 13:00:00,2022,6,11,13,5,1,0,1432,2327,1949,1044,2339,504,8
2022-06-11 14:00:00,2022,6,11,14,5,1,0,1299,2110,1768,947,2121,520,25
2022-06-11 15:00:00,2022,6,11,15,5,1,0,1355,2202,1844,988,2213,577,10
2022-06-11 16:00:00,2022,6,11,16,5,1,0,1544,2509,2102,1126,2522,536,17
2022-06-11 17:00:00,2022,6,11,17,5,1,0,796,2711,2787,1848,1592,460,5
2022-06-11 18:00:00,2022,6,11,18,5,1,0,670,2282,2346,1556,1341,315,10
2022-06-11 19:00:00,2022,6,11,19,5,1,0,459,1564,1608,1067,919,285,3
2022-06-11 20:00:00,2022,6,11,20,5,1,0,854,1388,1162,623,1395,264,14
2022-06-11 21:00:00,2022,6,11,21,5,1,0,984,1598,1339,717,1607,208,7
2022-06-11 22:00:00,2022,6,11,22,5,1,0,1027,1669,1398,749,1677,122,8
2022-06-11 23:00:00,2022,6,11,23,5,1,0,605,984,824,441,989,55,10
2022-06-12 00:00:00,2022,6,12,0,6,1,0,6,9,8,4,10,2,0
2022-06-12 05:00:00,2022,6,12,5,6,1,0,93,152,127,68,152,99,0
2022-06-12 06:00:00,2022,6,12,6,6,1,0,122,198,166,89,199,282,0
2022-06-12 07:00:00,2022,6,12,7,6,1,0,57,246,290,166,106,169,1
2022-06-12 08:00:00,2022,6,12,8,6,1,0,108,468,552,315,202,161,1
2022-06-12 09:00:00,2022,6,12,9,6,1,0,176,764,899,514,329,257,0
2022-06-12 10:00:00,2022,6,12,10,6,1,0,380,617,517,277,620,251,3
2022-06-12 11:00:00,2022,6,12,11,6,1,0,475,772,647,346,776,214,6
2022-06-12 12:00:00,2022,6,12,12,6,1,0,600,975,817,438,980,249,4
2022-06-12 13:00:00,2022,6,12,13,6,1,0,718,1166,977,523,1172,288,7
2022-06-12 14:00:00,2022,6,12,14,6,1,0,668,1085,909,487,1090,320,3
2022-06-12 15:00:00,2022,6,12,15,6,1,0,697,1133,949,508,1139,278,9
2022-06-12 16:00:00,2022,6,12,16,6,1,0,799,1299,1088,583,1306,283,3
2022-06-12 17:00:00,2022,6,12,17,6,1,0,443,1510,1552,1029,887,234,11
2022-06-12 18:00:00,2022,6,12,18,6,1,0,400,1361,1399,928,799,174,6
2022-06-12 19:00:00,2022,6,12,19,6,1,0,312,1062,1092,724,624,163,9
2022-06-12 20:00:00,2022,6,12,20,6,1,0,631,1026,859,460,1031,148,5
2022-06-12 21:00:00,2022,6,12,21,6,1,0,682,1108,928,497,1114,150,9
2022-06-12 22:00:00,2022,6,12,22,6,1,0,570,926,775,415,931,74,2
2022-06-12 23:00:00,2022,6,12,23,6,1,0,260,423,354,190,425,27,4
2022-06-13 00:00:00,2022,6,13,0,0,0,0,0,0,0,0,0,0,0
2022-06-13 05:00:00,2022,6,13,5,0,0,0,33,77,156,90,50,248,0
2022-06-13 06:00:00,2022,6,13,6,0,0,0,183,428,865,499,279,625,0
2022-06-13 07:00:00,2022,6,13,7,0,0,0,222,1390,3951,2432,389,468,0
2022-06-13 08:00:00,2022,6,13,8,0,0,0,454,2835,8062,4961,794,581,2
2022-06-13 09:00:00,2022,6,13,9,0,0,0,387,2417,6873,4229,677,718,6
2022-06-13 10:00:00,2022,6,13,10,0,0,0,560,1312,2653,1531,857,910,3
2022-06-13 11:00:00,2022,6,13,11,0,0,0,407,953,1927,1112,622,917,4
2022-06-13 12:00:00,2022,6,13,12,0,0,0,419,983,1987,1146,642,843,9
2022-06-13 13:00:00,2022,6,13,13,0,0,0,496,1162,2350,1356,759,915,8
2022-06-13 14:00:00,2022,6,13,14,0,0,0,432,1012,2046,1180,661,1172,4
2022-06-13 15:00:00,2022,6,13,15,0,0,0,505,1185,2395,1382,774,1227,1
2022-06-13 16:00:00,2022,6,13,16,0,0,0,589,1380,2791,1610,902,1060,12
2022-06-13 17:00:00,2022,6,13,17,0,0,0,419,2056,5103,3645,785,883,1
2022-06-13 18:00:00,2022,6,13,18,0,0,0,688,3377,8380,5986,1289,588,13
2022-06-13 19:00:00,2022,6,13,19,0,0,0,409,2008,4983,3559,767,389,2
2022-06-13 20:00:00,2022,6,13,20,0,0,0,595,1395,2821,1627,911,323,4
2022-06-13 21:00:00,2022,6,13,21,0,0,0,625,1466,2965,1710,958,216,3
2022-06-13 22:00:00,2022,6,13,22,0,0,0,539,1263,2553,1473,825,158,2
2022-06-13 23:00:00,2022,6,13,23,0,0,0,210,492,994,573,321,47,2
2022-06-14 00:00:00,2022,6,14,0,1,0,0,48,112,227,131,73,14,0
2022-06-14 05:00:00,2022,6,14,5,1,0,0,34,80,162,93,52,278,0
2022-06-14 06:00:00,2022,6,14,6,1,0,0,178,417,842,486,272,630,0
2022-06-14 07:00:00,2022,6,14,7,1,0,0,219,1369,3892,2395,383,458,0
2022-06-14 08:00:00,2022,6,14,8,1,0,0,445,2779,7904,4864,778,576,1
2022-06-14 09:00:00,2022,6,14,9,1,0,0,411,2572,7313,4500,720,790,1
2022-06-14 10:00:00,2022,6,14,10,1,0,0,533,1248,2524,1456,816,816,1
2022-06-14 11:00:00,2022,6,14,11,1,0,0,428,1003,2029,1170,655,889,1
2022-06-14 12:00:00,2022,6,14,12,1,0,0,419,982,1987,1146,642,856,4
2022-06-14 13:00:00,2022,6,14,13,1,0,0,497,1165,2355,1359,761,885,9
2022-06-14 14:00:00,2022,6,14,14,1,0,0,490,1148,2322,1340,750,1199,3
2022-06-14 15:00:00,2022,6,14,15,1,0,0,528,1238,2504,1445,809,1327,5
2022-06-14 16:00:00,2022,6,14,16,1,0,0,649,1520,3074,1773,993,1050,3
2022-06-14 17:00:00,2022,6,14,17,1,0,0,447,2193,5443,3888,837,876,10
2022-06-14 18:00:00,2022,6,14,18,1,0,0,720,3534,8770,6264,1349,521,4
2022-06-14 19:00:00,2022,6,14,19,1,0,0,412,2024,5024,3589,773,356,3
2022-06-14 20:00:00,2022,6,14,20,1,0,0,602,1411,2852,1646,922,249,1
2022-06-14 21:00:00,2022,6,14,21,1,0,0,648,1519,3072,1772,992,263,1
2022-06-14 22:00:00,2022,6,14,22,1,0,0,598,1403,2836,1636,916,159,4
2022-06-14 23:00:00,2022,6,14,23,1,0,0,260,609,1232,711,398,47,5
2022-06-15 00:00:00,2022,6,15,0,2,0,0,57,134,270,156,87,16,0
2022-06-15 05:00:00,2022,6,15,5,2,0,0,33,78,159,91,51,271,0
2022-06-15 06:00:00,2022,6,15,6,2,0,0,167,392,793,457,256,629,0
2022-06-15 07:00:00,2022,6,15,7,2,0,0,208,1299,3693,2272,364,456,0
2022-06-15 08:00:00,2022,6,15,8,2,0,0,442,2765,7862,4838,774,571,0
2022-06-15 09:00:00,2022,6,15,9,2,0,0,359,2246,6388,3931,629,645,1
2022-06-15 10:00:00,2022,6,15,10,2,0,0,637,1494,3021,1743,976,803,1
2022-06-15 11:00:00,2022,6,15,11,2,0,0,414,969,1960,1131,633,773,2
2022-06-15 12:00:00,2022,6,15,12,2,0,0,403,944,1908,1101,617,759,12
2022-06-15 13:00:00,2022,6,15,13,2,0,0,479,1124,2273,1311,734,778,4
2022-06-15 14:00:00,2022,6,15,14,2,0,0,472,1106,2236,1290,722,1152,4
2022-06-15 15:00:00,2022,6,15,15,2,0,0,521,1220,2468,1424,797,1207,2
2022-06-15 16:00:00,2022,6,15,16,2,0,0,610,1431,2893,1669,935,951,7
2022-06-15 17:00:00,2022,6,15,17,2,0,0,457,2243,5566,3976,856,801,8
2022-06-15 18:00:00,2022,6,15,18,2,0,0,707,3471,8615,6154,1325,527,18
2022-06-15 19:00:00,2022,6,15,19,2,0,0,404,1983,4922,3516,757,372,2
2022-06-15 20:00:00,2022,6,15,20,2,0,0,617,1446,2923,1687,944,342,5
2022-06-15 21:00:00,2022,6,15,21,2,0,0,691,1621,3277,1891,1059,255,2
2022-06-15 22:00:00,2022,6,15,22,2,0,0,654,1533,3100,1788,1001,164,0
2022-06-15 23:00:00,2022,6,15,23,2,0,0,298,697,1410,814,456,71,0
2022-06-16 00:00:00,2022,6,16,0,3,0,0,69,161,325,188,105,12,0
2022-06-16 05:00:00,2022,6,16,5,3,0,0,40,94,191,110,62,281,0
2022-06-16 06:00:00,2022,6,16,6,3,0,0,166,390,789,455,255,620,0
2022-06-16 07:00:00,2022,6,16,7,3,0,0,206,1291,3670,2259,361,475,0
2022-06-16 08:00:00,2022,6,16,8,3,0,0,441,2754,7830,4819,771,565,5
2022-06-16 09:00:00,2022,6,16,9,3,0,0,400,2501,7112,4377,700,767,0
2022-06-16 10:00:00,2022,6,16,10,3,0,0,527,1236,2500,1442,808,759,1
2022-06-16 11:00:00,2022,6,16,11,3,0,0,423,991,2003,1156,647,874,3
2022-06-16 12:00:00,2022,6,16,12,3,0,0,431,1010,2043,1179,660,843,3
2022-06-16 13:00:00,2022,6,16,13,3,0,0,522,1223,2473,1427,799,868,1
2022-06-16 14:00:00,2022,6,16,14,3,0,0,443,1039,2100,1212,679,1147,8
2022-06-16 15:00:00,2022,6,16,15,3,0,0,571,1338,2707,1561,874,1354,6
2022-06-16 16:00:00,2022,6,16,16,3,0,0,643,1508,3049,1759,985,1006,2
2022-06-16 17:00:00,2022,6,16,17,3,0,0,467,2295,5697,4069,876,855,5
2022-06-16 18:00:00,2022,6,16,18,3,0,0,708,3474,8623,6159,1327,588,5
2022-06-16 19:00:00,2022,6,16,19,3,0,0,416,2044,5073,3624,781,390,4
